State,Year,Population,Property_Crime_Rate,Property_Burglary_Rate,Property_Larceny_Rate,Property_Motor_Rate,Violent_Crime_Rate,Violent_Assault_Rate,Violent_Murder_Rate,Violent_Rape_Rate,Violent_Robbery_Rate
Idaho,1998,1229000,3432.5,693.1,2553.7,185.7,282.2,226.4,2.9,31.4,21.5
Idaho,1999,1251700,2905.1,610.4,2143,151.6,244.9,191.8,2,33.3,17.8
Idaho,2000,1293953,2933.7,566.5,2206,161.2,252.5,204.3,1.2,29.7,17.2
Idaho,2001,1320585,2891.2,568.5,2141.9,180.9,243.1,190.1,2.3,32.2,18.6
Idaho,2002,1343124,2913.2,554,2163.6,195.6,254.6,197,2.7,37,17.9
Idaho,2003,1367034,2929.1,573.3,2162.3,193.6,245.9,187,1.9,39.1,17.9
Idaho,2004,1395140,2781,549.8,2034.8,196.3,247.4,185.4,2.2,42.6,17.3
Idaho,2005,1429367,2697,564.3,1931,202,257,195.3,2.4,40.4,18.6
Idaho,2006,1466465,2395.9,514.5,1715.3,166.1,250,185.9,2.4,41.7,20
Idaho,2007,1499402,2275.8,475.6,1649.1,151.1,256.2,196.2,3.3,40.5,16.2
Idaho,2008,1523816,2096.1,442.8,1544.3,108.9,241.5,186.3,1.5,38,15.7
Idaho,2009,1545801,2019.7,432.3,1492.2,95.2,246.2,191,1.6,37.2,16.4
Idaho,2010,1571102,2000.9,414.5,1501.7,84.6,220.5,171.6,1.4,33.9,13.6
Idaho,2011,1583744,2075.8,436.6,1555.1,84,202.2,160.1,2.2,28,11.9
Idaho,2012,1595728,1983.5,450.3,1447.7,85.5,207.9,160.9,1.8,30,15.2
Idaho,2013,1612136,1864.3,411.9,1357.1,95.3,217,161,1.7,40.6,13.6
Idaho,2014,1634464,1854.8,393.3,1359.9,101.6,212.2,160.5,2,37.3,12.5
Idaho,2015,1654930,1743.8,370,1260.7,113.1,215.6,160.1,1.9,41.9,11.6
Idaho,2016,1683140,1744.2,375.4,1245.4,123.4,230.3,172,2.9,42.7,12.7
Idaho,2017,1716943,1635.4,329.4,1181.1,125,226.4,172,1.9,41.2,11.4
Idaho,2018,1754208,1461.4,281.6,1067.8,112,227.1,168.6,2,45.1,11.4
Idaho,2019,1787065,1219.5,219.7,911.8,87.9,223.8,167.9,2,45.3,8.7
Illinois,1960,10081158,1976.8,577.7,1045.7,353.3,365.1,133.8,4.9,17.6,208.8
Illinois,1961,10258000,2082.3,586.9,1140.6,354.8,362.2,135.7,4.8,17.2,204.5
Illinois,1962,10146000,2162.4,555.7,1235,371.7,383.7,158.3,5.3,18.6,201.5
Illinois,1963,10182000,2255,541.3,1332.1,381.6,330.3,122.7,5.1,13.9,188.5
Illinois,1964,10489000,2333.4,547.4,1380.3,405.7,351.9,149.2,5.5,15,182.3
Illinois,1965,10644000,2223.2,550.2,1293.1,379.9,322.7,136.7,5.2,16,164.7
Illinois,1966,10722000,2394.4,560.5,1418.6,415.3,364.8,156.4,6.9,16.6,184.9
Illinois,1967,10893000,2516.2,608.5,1486.1,421.7,394.3,168.3,7.3,17.9,200.9
Illinois,1968,10974000,2829.8,683.6,1705.2,441,408,172,8.1,16.4,211.5
Illinois,1969,11047000,3020,738.7,1806.8,474.5,448.5,184,8.6,19.1,236.7
Illinois,1970,11113976,3311.6,765.4,2028.4,517.8,467.9,186.8,9.6,20.4,251.1
Illinois,1971,11196000,3408.1,836.7,2095.6,475.8,477.3,187.9,9.6,21.6,258.1
Illinois,1972,11251000,3283.1,846.1,1994,443,508.1,215.9,8.8,23.3,260.1
Illinois,1973,11236000,3769.1,1025.1,2236.2,507.7,555.9,248.7,10.4,24,272.8
Illinois,1974,11131000,4557.1,1264.2,2761.5,531.4,627.1,274.2,11.8,27.7,313.4
Illinois,1975,11145000,5033.2,1409.7,3030,593.5,670.2,308.1,10.6,25.7,325.8
Illinois,1976,11229000,4829.5,1258.4,2991.8,579.3,625.8,303.7,10.3,24.6,287.1
Illinois,1977,11245000,4697.1,1257,2828.5,611.7,630.6,314.3,9.9,26.1,280.3
Illinois,1978,11243000,4943.1,1350.7,2969.9,622.5,676.7,345.9,9.9,28,292.9
Illinois,1979,11230000,5287.2,1440.6,3170.6,676,743.9,379.2,10.7,33,321.1
Illinois,1980,11355062,5461.1,1559.6,3252.5,649,808,395.6,10.6,34.8,367
Illinois,1981,11455000,5323.2,1511.5,3201.2,610.5,792.5,376.3,10.5,32.4,373.2
Illinois,1982,11448000,5066,1373.8,3093.2,599,774.3,388.8,8.8,29.9,346.8
Illinois,1983,11486000,4813.3,1292.4,2952,569,728.1,368,9.7,31.5,318.9
Illinois,1984,11511000,4579.3,1173.4,2820.3,585.6,724.9,380.9,9,31.2,303.8
Illinois,1985,11535000,4596.5,1135.8,2869.8,590.9,714.8,380.3,8,39.3,287.1
Illinois,1986,11533000,4746,1179.8,2937.9,628.3,808.9,433.5,8.9,41.2,325.3
Illinois,1987,11582000,4620.3,1123.7,2957.1,539.5,796.2,435.2,8.3,38.4,314.3
Illinois,1988,11544000,4810.4,1128.7,3076.5,605.3,810.4,450.6,8.6,38.5,312.7
Illinois,1989,11658000,4793.3,1076,3109.9,607.4,845.9,465.4,9,35.7,335.7
Illinois,1990,11430602,4967.7,1063,3262,642.8,967.4,523.6,10.3,39.4,394
Illinois,1991,11543000,5092.9,1120,3317.5,655.3,1039.2,531.8,11.3,40,456.1
Illinois,1992,11631000,4788.1,1077.3,3091.9,618.8,977.3,516.4,11.4,37.1,412.5
Illinois,1993,11697000,4658.2,1015.5,3084,558.7,959.7,532.6,11.4,34.6,381.2
Illinois,1994,11752000,4664.9,1005.1,3096.4,563.5,960.9,543.3,11.7,33.3,372.6
Illinois,1995,11830000,4459.6,917.6,3019,523,996.1,618.5,10.3,36.5,330.8
Illinois,1996,11847000,4429.6,913.2,3026.2,490.2,890.4,562.6,10,38.4,279.4
Illinois,1997,11896000,4279.7,870.5,2943.3,465.9,861.4,536.7,9.2,37.1,278.4
Illinois,1998,12045000,4050.8,811.9,2799.4,439.5,807.7,516.9,8.4,34,248.5
Illinois,1999,12128370,3825.2,711.7,2646.3,467.2,689.5,428.9,7.7,35.4,217.4
Illinois,2000,12419293,3585.4,659.1,2521.6,404.7,653.8,408.5,7.2,31.6,206.5
Illinois,2001,12520227,3471.6,632.2,2450.1,389.2,633.1,394.1,7.8,32,199.1
Illinois,2002,12586447,3420.2,647,2417.1,356,601.9,358.4,7.6,34.7,201.1
Illinois,2003,12649087,3287.9,619.4,2339.4,329.1,556.4,328.1,7.1,33.1,188
Illinois,2004,12712016,3174.1,598.6,2257.9,317.6,545.7,328.7,6.1,33.2,177.6
Illinois,2005,12765427,3092,608.2,2175,308,552,330.3,6,33.8,182.2
Illinois,2006,12831970,3019.6,602.1,2124.2,293.3,541.6,318.4,6.1,31.8,185.3
Illinois,2007,12852548,2935.8,587.6,2084.5,263.7,533.2,315.7,5.9,31.9,179.7
Illinois,2008,12901563,2932.6,612.1,2068.1,252.5,525.4,300.9,6.1,31.9,186.4
Illinois,2009,12910409,2736.9,603,1927.3,206.6,497.2,283.4,6,30.2,177.6
Illinois,2010,12841980,2718.1,603.3,1889.7,225.1,444.9,256.8,5.5,23.9,158.7
Illinois,2011,12859752,2678.7,604.4,1845.8,228.5,424,237.1,6.1,23.6,157.2
Illinois,2012,12875255,2578.7,552.2,1826.9,199.5,414.8,230,5.8,27.7,151.2
Illinois,2013,12882135,2274.3,452.1,1659.8,162.5,380.2,204,5.5,33.1,137.6
Illinois,2014,12880580,2075.9,388.2,1552.2,135.5,370,213.7,5.3,32.3,118.8
Illinois,2015,12859995,1988.6,361.1,1490.2,137.3,383.8,224.6,5.8,37.5,115.9
Illinois,2016,12801539,2049,374.9,1518.6,155.5,436.3,250.5,8.2,38.3,139.3
Illinois,2017,12802023,2011.4,339.5,1508.8,163.1,438.8,250.4,7.8,43.4,137.2
Illinois,2018,12741080,1932.8,306.7,1472.3,153.8,404.1,239.7,6.9,46,111.5
Illinois,2019,12671821,1846.5,271.7,1426.6,148.2,406.9,254,6.6,48,98.4
Indiana,1960,4662498,1469.1,460.8,840.7,167.6,84.6,40.6,4.4,5.1,34.5
Indiana,1961,4711000,1546.8,470.4,899.6,176.8,85.8,37.6,4.1,5.3,38.8
Indiana,1962,4715000,1713.9,470.5,1049.3,194.1,88.9,40.7,3.5,6.1,38.5
Indiana,1963,4694000,1947.5,538.9,1195.7,213,102.7,44.5,2.8,8.1,47.3
Indiana,1964,4825000,2047.2,534.7,1287,225.6,136,64.5,3,10.5,58.1
Indiana,1965,4885000,2033.4,556.4,1230.6,246.5,137.1,65.6,3.5,10.6,57.4
Indiana,1966,4918000,2189.8,627.5,1286.7,275.5,146.3,68.9,4,10.6,62.8
Indiana,1967,5000000,2429.6,701.5,1389.3,338.9,162.9,67.8,3.8,12.7,78.7
Indiana,1968,5067000,2718.4,743.9,1562.5,411.9,201.9,81.4,4.8,14.6,101
Indiana,1969,5118000,2891.2,819,1677.8,394.5,198.1,82.7,5,16.9,93.6
Indiana,1970,5193669,3250.3,925.8,1874.2,450.3,234.6,99.6,4.9,19.9,110.3
Indiana,1971,5274000,3275.7,969,1903.9,402.7,247.1,96.3,5.3,19.4,126
Indiana,1972,5291000,3164.6,948.4,1850.7,365.5,245.1,105.4,6.1,22.5,111.1
Indiana,1973,5316000,3469.1,1035.8,2043.3,389.9,257.6,118.2,7.3,23.3,108.8
Indiana,1974,5330000,4043.6,1254.6,2396,393,293.3,127.3,8,23.5,134.4
Indiana,1975,5311000,4578.6,1376.4,2813.9,388.3,332.8,143.3,8.5,24.3,156.8
Indiana,1976,5302000,4357.9,1215.6,2769.9,372.4,315.4,156.3,7.1,23.2,128.8
Indiana,1977,5330000,3962.3,1086.2,2498.7,377.4,310.6,153.5,7.4,26.5,123.2
Indiana,1978,5374000,4015.1,1108.3,2495.7,411.1,323.5,168.8,6.2,27,121.4
Indiana,1979,5400000,4263.4,1169.9,2660.5,433,338,165.9,8.3,31.1,132.7
Indiana,1980,5461103,4552.5,1313.3,2807.1,432.2,377.8,194.5,8.9,33.1,141.4
Indiana,1981,5466000,4198.2,1168.8,2690,339.3,341.6,176,7.1,29.6,129
Indiana,1982,5471000,4128.9,1088.8,2713.5,326.6,300.6,157.2,6.5,27.8,109
Indiana,1983,5479000,3846,988.3,2535.7,322.1,283.8,151.1,5.2,27.5,99.9
Indiana,1984,5498000,3624.2,928,2345.2,351,305.2,175.9,5.5,25,98.9
Indiana,1985,5499000,3604.7,914.6,2361.5,328.5,309.4,187.5,5.8,24,92.1
Indiana,1986,5504000,3547.1,886.7,2332.9,327.5,307.7,185.9,6,25.9,90
Indiana,1987,5531000,3791.3,946.7,2490,354.5,328.5,205.2,5.6,29.1,88.6
Indiana,1988,5575000,3770,935.2,2481.3,353.5,380,253.5,6.4,31,89
Indiana,1989,5593000,4033.5,969.1,2673.2,391.1,406.5,266.5,6.3,32.3,101.4
Indiana,1990,5544159,4209.4,943.3,2827.1,439,473.9,328.4,6.2,37.9,101.3
Indiana,1991,5610000,4312.5,977.1,2870.6,464.8,505.3,340.5,7.5,41.3,116
Indiana,1992,5662000,4178.5,952.1,2776.1,450.3,508.5,335.7,8.2,42.4,122.2
Indiana,1993,5713000,3976,852,2695.9,428.1,489.1,322.6,7.5,39.1,119.8
Indiana,1994,5752000,4067.7,850.5,2782.4,434.8,525.1,351.5,7.9,35.6,130.2
Indiana,1995,5803000,4106.8,821.6,2819.5,465.7,524.7,348.3,8,33.3,135.2
Indiana,1996,5841000,3961.2,783.8,2752.6,424.9,537,371.6,7.2,34.1,124.1
Indiana,1997,5864000,3951.6,821.7,2701.9,428,514.6,342.1,7.3,32.9,132.4
Indiana,1998,5899000,3738.4,789.2,2590.1,359.2,431,279,7.7,33.1,111.2
Indiana,1999,5942901,3391.4,714.5,2335.5,341.4,374.6,231.7,6.6,27,109.3
Indiana,2000,6080485,3402.8,676.1,2379.9,346.8,349.1,211.1,5.8,28.9,103.3
Indiana,2001,6126743,3452.9,697.9,2404.1,350.9,371.1,219.3,6.7,28,117
Indiana,2002,6156913,3394,692,2372.5,329.5,357.3,214.1,5.9,29.9,107.4
Indiana,2003,6199571,3355.7,670.7,2349.9,335,352.3,215.9,5.5,27.7,103.2
Indiana,2004,6226537,3403.6,677.2,2387.7,338.7,325.9,189.5,5.1,29,102.4
Indiana,2005,6266019,3460,698.3,2414,347,324,180,5.7,29.6,108.7
Indiana,2006,6313520,3449.5,721.3,2386.2,342,321.6,173.5,5.7,28.7,113.6
Indiana,2007,6345289,3370.8,732.6,2332.4,305.8,335.8,179.3,5.5,27.4,123.6
Indiana,2008,6376792,3350.3,765.4,2310.5,274.4,337.6,186.8,5,26.8,118.9
Indiana,2009,6423113,3112.3,761,2135.9,215.4,334,189.5,4.9,25.2,114.4
Indiana,2010,6490622,3070.2,748.3,2113.9,208,323.3,191,4.1,27.1,101.1
Indiana,2011,6516353,3161.5,776.1,2158.1,227.4,331.8,193,4.7,27,107.1
Indiana,2012,6537334,3029.2,728.3,2092,209,345.7,214.6,4.7,25.5,100.9
Indiana,2013,6570902,2854,653,1984.9,216.2,357.4,211.3,5.4,32.6,108.2
Indiana,2014,6596855,2649.4,559.3,1880,210.1,365.3,222.6,5,33.1,104.5
Indiana,2015,6619680,2596,519.8,1872,204.2,387.5,238.2,5.6,36.3,107.4
Indiana,2016,6633053,2589.4,514,1853.3,222.1,404.7,249.9,6.6,37.7,110.5
Indiana,2017,6666818,2416.9,452.1,1733.8,231,399,254.6,6,39.4,99
Indiana,2018,6691878,2179.3,377.6,1572.7,229.1,382.3,251.6,6.5,35.4,88.7
Indiana,2019,6732219,1971,323.7,1443.4,203.8,370.8,249.3,5.6,36.8,79.2
Iowa,1960,2757537,1100.1,231.2,792.9,76,23.8,8.6,0.6,3.7,10.9
Iowa,1961,2779000,1057.6,228.7,759.1,69.8,23.1,8.5,1.3,2.9,10.5
Iowa,1962,2777000,1117.4,263.8,780.3,73.4,20.1,6.7,1.1,3.8,8.6
Iowa,1963,2780000,1156.7,270.4,804.8,81.5,22.6,8.7,1.3,3.6,9.1
Iowa,1964,2756000,1319.9,290.4,933.7,95.8,36.5,19,1.3,5,11.2
Iowa,1965,2760000,1358.9,304.3,950,104.7,38.7,20.1,1.3,4.5,12.8
Iowa,1966,2747000,1599.6,336.5,1131.2,131.9,44.2,25,1.6,4.8,12.8
Iowa,1967,2753000,1822.6,431.6,1235.8,155.2,58.4,30.3,1.5,5.6,21
Iowa,1968,2748000,2075.2,474.1,1436.5,164.6,68.5,35,1.7,6.8,25
Iowa,1969,2781000,2183.5,489.1,1516.9,177.5,69,38.8,1.4,6.4,22.4
Iowa,1970,2825041,2425.8,507.3,1743.4,175,79.3,42.8,1.9,6.2,28.5
Iowa,1971,2852000,2526.6,531.6,1841.8,153.3,98.9,57.8,1.8,8.9,30.4
Iowa,1972,2883000,2444.4,521.6,1753.7,169.1,87.4,50.3,1.7,8.6,26.7
Iowa,1973,2904000,2729.3,634,1904.6,190.7,102.3,55.9,2.2,11.3,32.9
Iowa,1974,2855000,3292.6,791.5,2282.1,219.1,121,60.4,1.9,10.1,48.7
Iowa,1975,2870000,3768,818.5,2719.8,229.7,140.7,74.4,2.5,10.3,53.5
Iowa,1976,2870000,3918.6,827.1,2884.6,206.9,132.9,78.7,2.3,10.7,41.1
Iowa,1977,2879000,3717.5,812.5,2685.1,219.9,144,89.8,2.3,10.6,41.2
Iowa,1978,2896000,3818.7,870.6,2712.9,235.1,161.4,101.6,2.6,10.4,46.9
Iowa,1979,2903000,4120.6,922.1,2928.8,269.7,181.2,117.7,2.2,11,50.2
Iowa,1980,2907804,4546.4,1079.5,3219.1,247.8,200.4,129,2.2,14.3,54.9
Iowa,1981,2897000,4512.4,1067.5,3221.7,223.2,204.2,134.5,2.6,13.4,53.6
Iowa,1982,2905000,3963.8,947.8,2842.3,173.7,172.7,121.8,2.3,12.5,36.2
Iowa,1983,2905000,3737.9,915.6,2664.4,157.9,181.1,125.2,2.3,12.6,41
Iowa,1984,2910000,3600.9,871.4,2571.1,158.4,198.7,145.5,2,12.9,38.3
Iowa,1985,2884000,3731.2,913.6,2664.2,153.4,211.7,156.1,1.9,12.6,41.2
Iowa,1986,2851000,3915.6,956,2801.3,158.3,235.1,178.8,1.8,12.5,42
Iowa,1987,2834000,3909,917.8,2840.1,151.1,231.2,181.1,2.1,11.9,36.2
Iowa,1988,2834000,3819.8,854.3,2803.4,162.2,256.8,199.5,1.7,15.7,39.9
Iowa,1989,2840000,3815.1,846.9,2809.9,158.3,266.3,209.2,1.9,16.2,39
Iowa,1990,2776755,3801.2,808.4,2822.9,169.9,299.7,240.1,1.9,18.4,39.2
Iowa,1991,2795000,3830.7,832.5,2827.5,170.7,303.3,235.4,2,20.9,45
Iowa,1992,2812000,3679.2,753.8,2766.3,159.1,278,218,1.6,18.8,39.6
Iowa,1993,2814000,3521,730.7,2599.4,190.8,325.5,244.8,2.3,24.4,53.9
Iowa,1994,2829000,3339.5,667.1,2492.3,180.1,315.1,243,1.7,23.5,46.9
Iowa,1995,2842000,3747.5,757.5,2767.2,222.8,354.4,277.8,1.8,21.8,53
Iowa,1996,2852000,3376.4,664.6,2520.8,191.1,272.5,205.9,1.9,19.7,45.1
Iowa,1997,2852000,3505.8,771.5,2500,234.3,310,232,1.8,20.3,55.9
Iowa,1998,2862000,3189.1,673.7,2306.6,208.7,311.5,233.3,1.9,25.4,50.9
Iowa,1999,2869413,2943.6,592.9,2171.7,179,280,214.7,1.5,27.2,36.6
Iowa,2000,2926324,2967.3,558.4,2225.2,183.6,266.4,205.1,1.6,23.1,36.6
Iowa,2001,2931967,3023,575.9,2259.4,187.8,268.2,205.1,1.7,22.1,39.4
Iowa,2002,2935840,3163.6,635,2330.2,198.3,285.7,217.2,1.5,27.1,39.8
Iowa,2003,2941976,2976,595.3,2189,191.7,277.9,210.7,1.7,27.1,38.4
Iowa,2004,2952904,2904.8,607.1,2106.9,190.8,287.8,220.6,1.5,26.5,39.3
Iowa,2005,2965524,2845,611.9,2048,186,293,224.5,1.3,28.6,38.9
Iowa,2006,2982085,2823.6,609,2045.5,169.1,285.7,210.8,1.8,29.2,43.9
Iowa,2007,2988046,2648.3,574.8,1908.2,165.3,300.2,222,1.3,32.5,44.4
Iowa,2008,3002555,2440.4,552.8,1741.8,145.7,288.1,212.8,2.6,31.2,41.6
Iowa,2009,3007856,2329.9,545.9,1654.2,129.8,282.1,211.3,1.3,29.6,39.9
Iowa,2010,3050202,2253.6,549,1580,124.6,268.5,205.2,1.2,28.9,33.2
Iowa,2011,3064097,2351.2,573.5,1647.2,130.5,257.3,200.7,1.4,28.3,26.9
Iowa,2012,3074186,2271.8,556.1,1584.8,130.9,263.9,202.8,1.5,28.3,31.3
Iowa,2013,3090416,2193.9,513.5,1543,137.4,271.4,204.6,1.4,35,30.4
Iowa,2014,3107126,2093.8,464.4,1495.8,133.6,273.5,201.6,1.9,36.3,33.6
Iowa,2015,3123899,2047.3,476.7,1431.6,139,286.1,213.2,2.3,37,33.5
Iowa,2016,3134693,2086,479.5,1447.6,159,290.6,212,2.3,39.8,36.6
Iowa,2017,3145711,2125.3,479.3,1468.6,177.4,293.4,211,3.3,39.2,39.8
Iowa,2018,3156145,1691.5,352.6,1190.4,148.5,250.1,187.9,1.7,30.9,29.5
Iowa,2019,3155070,1733.7,371.1,1199.6,163,266.6,200.4,1.9,36.9,27.4
Kansas,1960,2178611,1336.6,353.7,895.8,87.2,58.4,31.6,2.9,5,18.8
Kansas,1961,2194000,1363.6,331.6,946.4,85.7,58.4,30.2,1.9,5.4,21
Kansas,1962,2219000,1501.3,339.4,1059.7,102.3,66.6,35.5,2.8,6.6,21.6
Kansas,1963,2225000,1559.7,370.1,1081.7,108,82.3,44,2.6,6.7,29.1
Kansas,1964,2225000,1858.2,432.6,1286,139.6,115.6,73.2,3.4,11.1,28
Kansas,1965,2234000,1883.2,467.5,1293,122.7,107.1,71.2,2.7,9.1,24
Kansas,1966,2250000,1990.2,476.1,1366.3,147.8,111.9,69.9,3.5,8.9,29.6
Kansas,1967,2275000,2331.7,598.2,1548.6,184.9,142.8,86,4,10.7,42.2
Kansas,1968,2303000,2573.3,615.6,1752.2,205.5,150.4,85.8,3.7,13.2,47.5
Kansas,1969,2321000,2971.2,693.3,2049.9,228,166.9,93.5,3.5,15.1,54.8
Kansas,1970,2249071,3440.8,881.7,2302.5,256.6,202.8,108.5,4.8,14.5,75.1
Kansas,1971,2258000,3280.7,888.6,2148.4,243.8,214.5,127.8,5.1,15.9,65.7
Kansas,1972,2258000,3195,906.6,2056.4,232,209.8,119.1,4,17.8,68.9
Kansas,1973,2279000,3296.3,1030.5,2055.3,210.5,217.5,115.3,6,18,78.1
Kansas,1974,2270000,4024.1,1268.6,2516.9,238.6,276.3,141.9,6.9,19.7,107.8
Kansas,1975,2267000,4468.8,1369.5,2862.8,236.4,278.2,162.8,5.4,17.2,92.8
Kansas,1976,2310000,4495.8,1325.5,2938.1,232.3,282.6,170.4,4.5,21.9,85.8
Kansas,1977,2326000,4254,1270.4,2739.3,244.3,309.8,180.5,6.6,22,100.7
Kansas,1978,2348000,4225.9,1286.8,2691.4,247.7,318.2,193.8,5.7,25,93.7
Kansas,1979,2369000,4542.2,1329.8,2938.9,273.5,353.6,219.4,5.5,26.4,102.3
Kansas,1980,2354783,4989.5,1521.4,3196.4,271.7,389.3,237.8,6.9,31.5,113.1
Kansas,1981,2381000,5034.9,1544.2,3235.6,255.1,369.4,222.6,6.3,30.8,109.7
Kansas,1982,2408000,4616.1,1344.8,3048.8,222.5,335.9,218.4,5.7,24.8,87
Kansas,1983,2425000,4203.2,1167.8,2834.4,201,326.6,211,5.6,25.9,84
Kansas,1984,2438000,4005.2,1049.1,2749.3,206.8,334.2,231.5,3.7,27.4,71.6
Kansas,1985,2450000,4019.3,1050.6,2752.4,216.4,355.8,242.7,4.9,29.3,78.7
Kansas,1986,2461000,4453.8,1187.7,3008.1,258,368.8,251.9,4.4,32.9,79.6
Kansas,1987,2476000,4543.1,1138,3152,253.2,360.7,241.6,4.4,32.6,82.1
Kansas,1988,2487000,4514.7,1179,3093.2,242.5,365.2,244.6,3.4,31.3,85.9
Kansas,1989,2513000,4582,1188.7,3096,297.4,400.8,259.1,5.5,36.5,99.8
Kansas,1990,2477574,4745.4,1166.5,3243.5,335.4,447.7,285.7,4,40.4,117.6
Kansas,1991,2495000,5034.7,1306.7,3377.1,351,499.6,310.3,6.1,44.8,138.4
Kansas,1992,2523000,4809.1,1293.7,3191.7,323.8,510.8,333.7,6,41.3,129.9
Kansas,1993,2531000,4478.9,1132.2,3024,322.7,496.4,326.3,6.4,40.1,123.6
Kansas,1994,2554000,4404,1121.2,2954.5,328.2,443,279.9,6.7,41.3,115.1
Kansas,1995,2565000,4466.2,1068.4,3074.3,323.5,420.7,269.8,6.2,36.6,108.2
Kansas,1996,2572000,4268,981.3,3038.3,248.4,413.8,268.3,6.6,42.6,96.3
Kansas,1997,2595000,4722.7,936.1,3538.5,248.1,429.7,280.8,5.8,45.4,97.7
Kansas,1998,2629000,4454.7,950.3,3245.7,258.7,417.3,280.9,6.6,42.9,87
Kansas,1999,2654052,4055.8,824.2,3003.8,227.9,382.8,259.5,6,40.1,77.1
Kansas,2000,2688418,4019.4,799.1,2978.6,241.6,389.4,269,6.3,38,76.2
Kansas,2001,2702125,3905.7,759.2,2851,295.5,403.7,275.7,3.4,35,89.7
Kansas,2002,2711769,3716,725.7,2724.3,266,377.2,256.3,2.9,38.2,79.8
Kansas,2003,2724786,4010.4,806.4,2916.6,287.4,397.5,270.6,4.6,39.8,82.5
Kansas,2004,2733697,4015.5,737,2967.2,311.3,377.9,265.4,4.5,41.8,66.3
Kansas,2005,2748172,3806,692.4,2774,340,389,280.4,3.7,40,65.3
Kansas,2006,2764075,3772,726.7,2729.7,315.6,432.7,314,4.5,46.3,67.9
Kansas,2007,2775997,3709,737.1,2662.1,309.8,458.6,335.6,3.8,46.4,72.8
Kansas,2008,2802134,3386.1,701.3,2420.5,264.3,412.3,304.6,4,43.8,60
Kansas,2009,2818747,3225.9,690.8,2323.7,211.4,406.6,296.9,4.4,41.8,63.4
Kansas,2010,2859143,3116.6,675.6,2230.5,210.6,370.8,273.5,3.4,40.1,53.8
Kansas,2011,2870386,3088.6,651.9,2203.8,232.9,355.7,262.3,3.9,39.1,50.4
Kansas,2012,2885905,3143.2,650.3,2258,234.9,354.6,263.2,2.9,36.5,52
Kansas,2013,2893957,2946.8,600.4,2117,229.5,339.9,248.1,3.9,41.3,46.6
Kansas,2014,2904021,2735.2,545,1952.4,237.8,348.6,250,3.1,48.6,46.9
Kansas,2015,2911641,2720.1,527.6,1953.5,238.9,389.9,267.6,4.4,55.5,62.4
Kansas,2016,2907289,2695.5,494.1,1962.9,238.6,380.4,274,3.8,45.1,57.5
Kansas,2017,2913123,2800.9,478.2,2053.3,269.3,413,290.3,5.5,55.9,61.3
Kansas,2018,2911505,2633.9,430.6,1933.9,269.4,439,328.3,3.9,53.8,53
Kansas,2019,2913314,2314.5,342.7,1721.9,249.9,410.8,314.2,3.6,48.6,44.4
Kentucky,1960,3038156,1115.4,371.1,619.8,124.5,97.3,52.3,6.7,5.4,32.9
Kentucky,1961,3076000,1105.4,366.4,630.8,108.3,94.5,48,6.5,4.7,35.3
Kentucky,1962,3082000,1235.2,415.6,703.8,115.8,96.1,47.5,6.5,5.7,36.4
Kentucky,1963,3095000,1345.1,436.4,780.6,128.1,92.1,45.3,5.6,5.4,35.8
Kentucky,1964,3159000,1472.8,461.3,868.3,143.3,110.4,61,5.2,8,36.1
Kentucky,1965,3179000,1480.8,444.8,884.3,151.7,108.9,60.4,5.3,6.6,36.7
Kentucky,1966,3183000,1606.7,482.6,896.4,227.7,131.7,73.5,7,8.3,42.8
Kentucky,1967,3189000,1715.6,482.9,950.9,281.8,140.6,77.2,7.2,9.1,47.1
Kentucky,1968,3229000,1826.4,522.5,971.7,332.2,164.7,85.4,8.9,10.2,60.1
Kentucky,1969,3232000,1987.1,569.3,1072,345.9,177.8,86.7,10.4,11.4,69.2
Kentucky,1970,3219311,2261.8,703.9,1211.5,346.3,222.3,124.7,11.1,13.7,72.8
Kentucky,1971,3282000,2246.6,719,1195.4,332.3,235.1,131.9,10.9,14.9,77.4
Kentucky,1972,3299000,2007.9,650.2,1075.9,281.8,225.7,117.1,9.8,15.7,83.2
Kentucky,1973,3342000,2045.2,679.7,1139.2,226.2,220.1,109.1,9.7,16.3,85.1
Kentucky,1974,3357000,2525.7,830.1,1466.8,228.8,234,113.7,10.3,17.6,92.3
Kentucky,1975,3396000,3000.3,962.8,1774.2,263.4,264,135.3,10.2,15.4,103.2
Kentucky,1976,3428000,3034.7,930.2,1857.7,246.8,262.2,135.1,10.6,17.8,98.7
Kentucky,1977,3458000,2779.8,872.2,1662.1,245.4,233.6,123.3,10.1,19.1,81.1
Kentucky,1978,3498000,2799.9,884.6,1664.7,250.6,223.2,112.1,9,20.7,81.3
Kentucky,1979,3527000,2935.9,909.6,1770.1,256.2,248,126.1,9.5,20.4,92.1
Kentucky,1980,3641479,3167.1,1040.8,1875.5,250.7,266.7,143.5,8.8,19.2,95.2
Kentucky,1981,3661000,3242,1062.4,1944.7,235,289.5,159.5,8.4,20.9,100.7
Kentucky,1982,3667000,3253.4,1029.1,1991.3,233.1,315,188,9.7,20,97.3
Kentucky,1983,3714000,3112.6,977,1920.4,215.2,322.2,203.3,9.8,22,87.1
Kentucky,1984,3723000,2680.7,785.2,1715.3,180.2,277.8,178.4,6.6,22.2,70.7
Kentucky,1985,3726000,2641.7,771.3,1677.2,193.2,305.5,201.3,6.9,21.6,75.7
