text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
Unconstitutional Federal Government Actions have Poisoned our Entire Judicial System #corruption #doj #fbi… https://t.co/T6XlPR1wgg,Unconstitutional Federal Government Actions have Poisoned our Entire Judicial System corruption doj fbi… httpstcoTXlPRwgg,"['unconstitutional', 'federal', 'government', 'actions', 'have', 'poisoned', 'our', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcotxlprwgg']","['unconstitutional', 'federal', 'government', 'actions', 'poisoned', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcotxlprwgg']","['unconstitut', 'feder', 'govern', 'action', 'poison', 'entir', 'judici', 'system', 'corrupt', 'doj', 'fbi', 'httpstcotxlprwgg']","['unconstitutional', 'federal', 'government', 'action', 'poisoned', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcotxlprwgg']"
Trump is nothing special. Let's not lose perspective. Through all the side shows &amp; all the pain he has caused this… https://t.co/jkCnS5ngcv,Trump is nothing special Lets not lose perspective Through all the side shows amp all the pain he has caused this… httpstcojkCnSngcv,"['trump', 'is', 'nothing', 'special', 'lets', 'not', 'lose', 'perspective', 'through', 'all', 'the', 'side', 'shows', 'amp', 'all', 'the', 'pain', 'he', 'has', 'caused', 'this', 'httpstcojkcnsngcv']","['trump', 'nothing', 'special', 'lets', 'lose', 'perspective', 'side', 'shows', 'amp', 'pain', 'caused', 'httpstcojkcnsngcv']","['trump', 'noth', 'special', 'let', 'lose', 'perspect', 'side', 'show', 'amp', 'pain', 'caus', 'httpstcojkcnsngcv']","['trump', 'nothing', 'special', 'let', 'lose', 'perspective', 'side', 'show', 'amp', 'pain', 'caused', 'httpstcojkcnsngcv']"
"@wendy_resists You MAGA are funny as hell. When the LAW tells you Trump won in 2016, even though he lost the popula… https://t.co/EKJTRwtHBQ",wendyresists You MAGA are funny as hell When the LAW tells you Trump won in  even though he lost the popula… httpstcoEKJTRwtHBQ,"['wendyresists', 'you', 'maga', 'are', 'funny', 'as', 'hell', 'when', 'the', 'law', 'tells', 'you', 'trump', 'won', 'in', 'even', 'though', 'he', 'lost', 'the', 'popula', 'httpstcoekjtrwthbq']","['wendyresists', 'maga', 'funny', 'hell', 'law', 'tells', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']","['wendyresist', 'maga', 'funni', 'hell', 'law', 'tell', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']","['wendyresists', 'maga', 'funny', 'hell', 'law', 'tell', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']"
@LoveYourLifeHon We ALL must take blame for letting these degenerates in the main house. They are morally corrupt a… https://t.co/mNq6eyJiIe,LoveYourLifeHon We ALL must take blame for letting these degenerates in the main house They are morally corrupt a… httpstcomNqeyJiIe,"['loveyourlifehon', 'we', 'all', 'must', 'take', 'blame', 'for', 'letting', 'these', 'degenerates', 'in', 'the', 'main', 'house', 'they', 'are', 'morally', 'corrupt', 'a', 'httpstcomnqeyjiie']","['loveyourlifehon', 'must', 'take', 'blame', 'letting', 'degenerates', 'main', 'house', 'morally', 'corrupt', 'httpstcomnqeyjiie']","['loveyourlifehon', 'must', 'take', 'blame', 'let', 'degener', 'main', 'hous', 'moral', 'corrupt', 'httpstcomnqeyjii']","['loveyourlifehon', 'must', 'take', 'blame', 'letting', 'degenerate', 'main', 'house', 'morally', 'corrupt', 'httpstcomnqeyjiie']"
"@emptywheel reports on a #DOJ audit of #FBI use of #ParallelConstruction https://t.co/2BpcI0G51N

#privacy #warrantless #spying","emptywheel reports on a DOJ audit of FBI use of ParallelConstruction httpstcoBpcIGN

privacy warrantless spying","['emptywheel', 'reports', 'on', 'a', 'doj', 'audit', 'of', 'fbi', 'use', 'of', 'parallelconstruction', 'httpstcobpcign', 'privacy', 'warrantless', 'spying']","['emptywheel', 'reports', 'doj', 'audit', 'fbi', 'use', 'parallelconstruction', 'httpstcobpcign', 'privacy', 'warrantless', 'spying']","['emptywheel', 'report', 'doj', 'audit', 'fbi', 'use', 'parallelconstruct', 'httpstcobpcign', 'privaci', 'warrantless', 'spi']","['emptywheel', 'report', 'doj', 'audit', 'fbi', 'use', 'parallelconstruction', 'httpstcobpcign', 'privacy', 'warrantless', 'spying']"
i've just watched episode S05 | E03 of FBI! #fbi  https://t.co/snxB32MmSN #tvtime https://t.co/61sIOOeu0p,ive just watched episode S  E of FBI fbi  httpstcosnxBMmSN tvtime httpstcosIOOeup,"['ive', 'just', 'watched', 'episode', 's', 'e', 'of', 'fbi', 'fbi', 'httpstcosnxbmmsn', 'tvtime', 'httpstcosiooeup']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosnxbmmsn', 'tvtime', 'httpstcosiooeup']","['ive', 'watch', 'episod', 'e', 'fbi', 'fbi', 'httpstcosnxbmmsn', 'tvtime', 'httpstcosiooeup']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosnxbmmsn', 'tvtime', 'httpstcosiooeup']"
"“Before our very eyes, Biden and his left-wing handlers are turning America into a police state,” says Trump.

Form… https://t.co/25ICy7wutf","“Before our very eyes Biden and his leftwing handlers are turning America into a police state” says Trump

Form… httpstcoICywutf","['', 'before', 'our', 'very', 'eyes', 'biden', 'and', 'his', 'leftwing', 'handlers', 'are', 'turning', 'america', 'into', 'a', 'police', 'state', 'says', 'trump', 'form', 'httpstcoicywutf']","['', 'eyes', 'biden', 'leftwing', 'handlers', 'turning', 'america', 'police', 'state', 'says', 'trump', 'form', 'httpstcoicywutf']","['', 'eye', 'biden', 'leftw', 'handler', 'turn', 'america', 'polic', 'state', 'say', 'trump', 'form', 'httpstcoicywutf']","['', 'eye', 'biden', 'leftwing', 'handler', 'turning', 'america', 'police', 'state', 'say', 'trump', 'form', 'httpstcoicywutf']"
On 9/11 at 8 am 5 Israelis parked a van to view of #WTC. At 8:46 am first plane hit. They began #dancing and cheeri… https://t.co/xK4ROHdJbY,On  at  am  Israelis parked a van to view of WTC At  am first plane hit They began dancing and cheeri… httpstcoxKROHdJbY,"['on', 'at', 'am', 'israelis', 'parked', 'a', 'van', 'to', 'view', 'of', 'wtc', 'at', 'am', 'first', 'plane', 'hit', 'they', 'began', 'dancing', 'and', 'cheeri', 'httpstcoxkrohdjby']","['israelis', 'parked', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'dancing', 'cheeri', 'httpstcoxkrohdjby']","['isra', 'park', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'danc', 'cheeri', 'httpstcoxkrohdjbi']","['israeli', 'parked', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'dancing', 'cheeri', 'httpstcoxkrohdjby']"
@tripleramc @SocialSecurity @HawaiiDOH @NavyMedicine Only a #military #dictatorship would be able to modify governm… https://t.co/TgTaMd3OVO,tripleramc SocialSecurity HawaiiDOH NavyMedicine Only a military dictatorship would be able to modify governm… httpstcoTgTaMdOVO,"['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'only', 'a', 'military', 'dictatorship', 'would', 'be', 'able', 'to', 'modify', 'governm', 'httpstcotgtamdovo']","['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'military', 'dictatorship', 'would', 'able', 'modify', 'governm', 'httpstcotgtamdovo']","['tripleramc', 'socialsecur', 'hawaiidoh', 'navymedicin', 'militari', 'dictatorship', 'would', 'abl', 'modifi', 'governm', 'httpstcotgtamdovo']","['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'military', 'dictatorship', 'would', 'able', 'modify', 'governm', 'httpstcotgtamdovo']"
I guess some of u guys deal with that. She'll be busy getting a boob job &amp; looking in the mirror if you are in the… https://t.co/4rEJFR2qAz,I guess some of u guys deal with that Shell be busy getting a boob job amp looking in the mirror if you are in the… httpstcorEJFRqAz,"['i', 'guess', 'some', 'of', 'u', 'guys', 'deal', 'with', 'that', 'shell', 'be', 'busy', 'getting', 'a', 'boob', 'job', 'amp', 'looking', 'in', 'the', 'mirror', 'if', 'you', 'are', 'in', 'the', 'httpstcorejfrqaz']","['guess', 'u', 'guys', 'deal', 'shell', 'busy', 'getting', 'boob', 'job', 'amp', 'looking', 'mirror', 'httpstcorejfrqaz']","['guess', 'u', 'guy', 'deal', 'shell', 'busi', 'get', 'boob', 'job', 'amp', 'look', 'mirror', 'httpstcorejfrqaz']","['guess', 'u', 'guy', 'deal', 'shell', 'busy', 'getting', 'boob', 'job', 'amp', 'looking', 'mirror', 'httpstcorejfrqaz']"
Privilege is watching madonna self obsess on a wrinkle &amp; pay a fortune constantly to fix age after being exploited… https://t.co/871ygRcKK1,Privilege is watching madonna self obsess on a wrinkle amp pay a fortune constantly to fix age after being exploited… httpstcoygRcKK,"['privilege', 'is', 'watching', 'madonna', 'self', 'obsess', 'on', 'a', 'wrinkle', 'amp', 'pay', 'a', 'fortune', 'constantly', 'to', 'fix', 'age', 'after', 'being', 'exploited', 'httpstcoygrckk']","['privilege', 'watching', 'madonna', 'self', 'obsess', 'wrinkle', 'amp', 'pay', 'fortune', 'constantly', 'fix', 'age', 'exploited', 'httpstcoygrckk']","['privileg', 'watch', 'madonna', 'self', 'obsess', 'wrinkl', 'amp', 'pay', 'fortun', 'constantli', 'fix', 'age', 'exploit', 'httpstcoygrckk']","['privilege', 'watching', 'madonna', 'self', 'ob', 'wrinkle', 'amp', 'pay', 'fortune', 'constantly', 'fix', 'age', 'exploited', 'httpstcoygrckk']"
Unfortunately its called privilege. The world would run into Iraq in heartbeat but does Ukraine have oil reserves?… https://t.co/KiXLvifQe2,Unfortunately its called privilege The world would run into Iraq in heartbeat but does Ukraine have oil reserves… httpstcoKiXLvifQe,"['unfortunately', 'its', 'called', 'privilege', 'the', 'world', 'would', 'run', 'into', 'iraq', 'in', 'heartbeat', 'but', 'does', 'ukraine', 'have', 'oil', 'reserves', 'httpstcokixlvifqe']","['unfortunately', 'called', 'privilege', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukraine', 'oil', 'reserves', 'httpstcokixlvifqe']","['unfortun', 'call', 'privileg', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukrain', 'oil', 'reserv', 'httpstcokixlvifq']","['unfortunately', 'called', 'privilege', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukraine', 'oil', 'reserve', 'httpstcokixlvifqe']"
"@Jeff_9989 @Mashinsky Hé should be jailed and get convicted, I hope @FBI does it’s job find hard evidence and send… https://t.co/BXcYes88Bj",Jeff Mashinsky Hé should be jailed and get convicted I hope FBI does it’s job find hard evidence and send… httpstcoBXcYesBj,"['jeff', 'mashinsky', 'hé', 'should', 'be', 'jailed', 'and', 'get', 'convicted', 'i', 'hope', 'fbi', 'does', 'it', 's', 'job', 'find', 'hard', 'evidence', 'and', 'send', 'httpstcobxcyesbj']","['jeff', 'mashinsky', 'hé', 'jailed', 'get', 'convicted', 'hope', 'fbi', 'job', 'find', 'hard', 'evidence', 'send', 'httpstcobxcyesbj']","['jeff', 'mashinski', 'hé', 'jail', 'get', 'convict', 'hope', 'fbi', 'job', 'find', 'hard', 'evid', 'send', 'httpstcobxcyesbj']","['jeff', 'mashinsky', 'hé', 'jailed', 'get', 'convicted', 'hope', 'fbi', 'job', 'find', 'hard', 'evidence', 'send', 'httpstcobxcyesbj']"
Gd forbid a woman should become leader in Iran &amp; put all their bad cops in prison &amp; reform the men. Holy cow what a… https://t.co/Ot8c3HCQO3,Gd forbid a woman should become leader in Iran amp put all their bad cops in prison amp reform the men Holy cow what a… httpstcoOtcHCQO,"['gd', 'forbid', 'a', 'woman', 'should', 'become', 'leader', 'in', 'iran', 'amp', 'put', 'all', 'their', 'bad', 'cops', 'in', 'prison', 'amp', 'reform', 'the', 'men', 'holy', 'cow', 'what', 'a', 'httpstcootchcqo']","['gd', 'forbid', 'woman', 'become', 'leader', 'iran', 'amp', 'put', 'bad', 'cops', 'prison', 'amp', 'reform', 'men', 'holy', 'cow', 'httpstcootchcqo']","['gd', 'forbid', 'woman', 'becom', 'leader', 'iran', 'amp', 'put', 'bad', 'cop', 'prison', 'amp', 'reform', 'men', 'holi', 'cow', 'httpstcootchcqo']","['gd', 'forbid', 'woman', 'become', 'leader', 'iran', 'amp', 'put', 'bad', 'cop', 'prison', 'amp', 'reform', 'men', 'holy', 'cow', 'httpstcootchcqo']"
"@kylenabecker Got any legitimate sources to back any of this #BS up? 

“Becker…writes a steady stream of viral, oft… https://t.co/bLzhSzzEAk","kylenabecker Got any legitimate sources to back any of this BS up 

“Becker…writes a steady stream of viral oft… httpstcobLzhSzzEAk","['kylenabecker', 'got', 'any', 'legitimate', 'sources', 'to', 'back', 'any', 'of', 'this', 'bs', 'up', 'becker', 'writes', 'a', 'steady', 'stream', 'of', 'viral', 'oft', 'httpstcoblzhszzeak']","['kylenabecker', 'got', 'legitimate', 'sources', 'back', 'bs', 'becker', 'writes', 'steady', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']","['kylenabeck', 'got', 'legitim', 'sourc', 'back', 'bs', 'becker', 'write', 'steadi', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']","['kylenabecker', 'got', 'legitimate', 'source', 'back', 'b', 'becker', 'writes', 'steady', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']"
If anyone has seen the #FBI response to #Trump’s latest try to get #SCOTUS to give him access to the classified mat… https://t.co/UuwTZaFQdM,If anyone has seen the FBI response to Trump’s latest try to get SCOTUS to give him access to the classified mat… httpstcoUuwTZaFQdM,"['if', 'anyone', 'has', 'seen', 'the', 'fbi', 'response', 'to', 'trump', 's', 'latest', 'try', 'to', 'get', 'scotus', 'to', 'give', 'him', 'access', 'to', 'the', 'classified', 'mat', 'httpstcouuwtzafqdm']","['anyone', 'seen', 'fbi', 'response', 'trump', 'latest', 'try', 'get', 'scotus', 'give', 'access', 'classified', 'mat', 'httpstcouuwtzafqdm']","['anyon', 'seen', 'fbi', 'respons', 'trump', 'latest', 'tri', 'get', 'scotu', 'give', 'access', 'classifi', 'mat', 'httpstcouuwtzafqdm']","['anyone', 'seen', 'fbi', 'response', 'trump', 'latest', 'try', 'get', 'scotus', 'give', 'access', 'classified', 'mat', 'httpstcouuwtzafqdm']"
"#ProLife 

No #fbi raid will ensue like they did prolife demonstrators who blocked an abortion mill

Every Lefty wh… https://t.co/vYXHVARO9D","ProLife 

No fbi raid will ensue like they did prolife demonstrators who blocked an abortion mill

Every Lefty wh… httpstcovYXHVAROD","['prolife', 'no', 'fbi', 'raid', 'will', 'ensue', 'like', 'they', 'did', 'prolife', 'demonstrators', 'who', 'blocked', 'an', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvarod']","['prolife', 'fbi', 'raid', 'ensue', 'like', 'prolife', 'demonstrators', 'blocked', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvarod']","['prolif', 'fbi', 'raid', 'ensu', 'like', 'prolif', 'demonstr', 'block', 'abort', 'mill', 'everi', 'lefti', 'wh', 'httpstcovyxhvarod']","['prolife', 'fbi', 'raid', 'ensue', 'like', 'prolife', 'demonstrator', 'blocked', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvarod']"
"#Security #News 

#Robbins, #FBI, #Putin, #FSB, #CBA and #Erasmus are stealing a #database from a #PrivateSector.

A #report. 

@RishiSunak","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector

A report 

RishiSunak","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'and', 'erasmus', 'are', 'stealing', 'a', 'database', 'from', 'a', 'privatesector', 'a', 'report', 'rishisunak']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'report', 'rishisunak']","['secur', 'news', 'robbin', 'fbi', 'putin', 'fsb', 'cba', 'erasmu', 'steal', 'databas', 'privatesector', 'report', 'rishisunak']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'report', 'rishisunak']"
@townhallcom @redsteeze Where is the #fbi raid like they did for #ProLife who blocked an abortion mill in Tennessee?,townhallcom redsteeze Where is the fbi raid like they did for ProLife who blocked an abortion mill in Tennessee,"['townhallcom', 'redsteeze', 'where', 'is', 'the', 'fbi', 'raid', 'like', 'they', 'did', 'for', 'prolife', 'who', 'blocked', 'an', 'abortion', 'mill', 'in', 'tennessee']","['townhallcom', 'redsteeze', 'fbi', 'raid', 'like', 'prolife', 'blocked', 'abortion', 'mill', 'tennessee']","['townhallcom', 'redsteez', 'fbi', 'raid', 'like', 'prolif', 'block', 'abort', 'mill', 'tennesse']","['townhallcom', 'redsteeze', 'fbi', 'raid', 'like', 'prolife', 'blocked', 'abortion', 'mill', 'tennessee']"
"#Security #News 

#Robbins, #FBI, #Putin, #FSB, #CBA and #Erasmus are stealing a #database from a #PrivateSector.… https://t.co/O5AmrrkxFE","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcoOAmrrkxFE","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'and', 'erasmus', 'are', 'stealing', 'a', 'database', 'from', 'a', 'privatesector', 'httpstcooamrrkxfe']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcooamrrkxfe']","['secur', 'news', 'robbin', 'fbi', 'putin', 'fsb', 'cba', 'erasmu', 'steal', 'databas', 'privatesector', 'httpstcooamrrkxf']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcooamrrkxfe']"
"#Security #News 

#Robbins, #FBI, #Putin, #FSB, #CBA and #Erasmus are stealing a #database from a #PrivateSector.… https://t.co/HahBQLrRUZ","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcoHahBQLrRUZ","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'and', 'erasmus', 'are', 'stealing', 'a', 'database', 'from', 'a', 'privatesector', 'httpstcohahbqlrruz']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcohahbqlrruz']","['secur', 'news', 'robbin', 'fbi', 'putin', 'fsb', 'cba', 'erasmu', 'steal', 'databas', 'privatesector', 'httpstcohahbqlrruz']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcohahbqlrruz']"
