label,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
USA CRIME,,False,0,,2022-10-09 22:34:44,False,,1579238964502093825,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Raji_962,8,True,False,,
USA CRIME,,False,0,,2022-10-09 22:33:57,False,,1579238766337994753,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Raji_962,8,True,False,,
USA CRIME,,False,0,,2022-10-09 22:23:10,False,,1579236054485590016,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",psychobabble_bs,3,True,False,,
USA CRIME,,False,0,,2022-10-09 22:14:03,False,,1579233759727357952,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",himanshuavid,2,True,False,,
USA CRIME,,False,0,,2022-10-09 22:11:59,False,,1579233237452222464,,"<a href=""https://hplkerekasztal.wordpress.com/"" rel=""nofollow"">H.P. Lovecraft Bot</a>",hplbot,3,True,False,,
USA CRIME,,False,0,,2022-10-09 22:11:40,False,,1579233157357793281,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LateAndConfused,3,True,False,,
USA CRIME,httpstcoWTlutpMLuj Now halfway thru our video nasty month For ep  we go deep into this Psychoinspired shoc… httpstcoxUWhPgW,False,2,,2022-10-09 21:46:11,True,,1579226744032493568,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ifwtpod,3,False,False,,
USA CRIME,"httpstcoOzckRWV
A group of young people in NYC harass and attack at food stall and his worker In America… httpstcoOYLhzVrPv",False,2,,2022-10-09 21:44:47,True,,1579226394630189056,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",viralvdoz,2,False,False,,
USA CRIME,,False,0,,2022-10-09 21:09:39,False,,1579217552613740545,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_EbenezerMensah,8,True,False,,
USA CRIME,,False,0,,2022-10-09 20:57:12,False,,1579214420206850048,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EugeneEfe,8,True,False,,
USA CRIME,,False,0,,2022-10-09 20:54:33,False,,1579213753731940352,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MJeetKaurk,8,True,False,,
USA CRIME,,False,0,,2022-10-09 20:53:03,False,,1579213373866381312,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gains147,8,True,False,,
USA CRIME,,False,0,,2022-10-09 20:50:30,False,,1579212732020453376,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Lvstarlet64,8,True,False,,
USA CRIME,,False,0,,2022-10-09 20:46:27,False,,1579211711961526272,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aitcheson_r,8,True,False,,
USA CRIME,,False,0,,2022-10-09 20:45:44,False,,1579211532411744256,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",annieone3,8,True,False,,
USA CRIME,"BREAKING BNNUS Reports

A yearold from Passaic died early Sunday following a stabbing in the west side of th… httpstcoGRXDdD",False,16,,2022-10-09 20:45:03,True,,1579211363196358656,,"<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>",gchahal,8,False,False,,
USA CRIME,,False,0,,2022-10-09 19:43:07,False,,1579195773568266240,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ManuelR72385313,7,True,False,,
USA CRIME,,False,0,,2022-10-09 18:47:24,False,,1579181753046298624,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Neerajtindian30,8,True,False,,
USA CRIME,,False,0,,2022-10-09 18:33:11,False,,1579178175082688512,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hero4jazz,8,True,False,,
USA CRIME,,False,0,,2022-10-09 18:18:46,False,,1579174547755921410,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Josyjazz1,8,True,False,,
USA CRIME,,False,0,,2022-10-09 18:14:03,False,,1579173359577104384,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jmcvea81,8,True,False,,
USA CRIME,,False,0,,2022-10-09 18:13:05,False,,1579173118614319104,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aitcheson_r,8,True,False,,
USA CRIME,,False,0,,2022-10-09 18:12:25,False,,1579172948711469061,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EugeneEfe,8,True,False,,
USA CRIME,,False,0,,2022-10-09 18:11:20,False,,1579172676618240000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Texttexas,8,True,False,,
USA CRIME,"BREAKING BNNUSA Reports

 people were shot and one person was killed at a Tampa bar early Sunday after an argum… httpstcouVuQWzo",False,23,,2022-10-09 18:10:05,True,,1579172361156239361,,"<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>",gchahal,8,False,False,,
USA CRIME,JohnFetterman You have not made our community safer You give preference to criminals We see your record and watc… httpstcoLyGIkJz,False,0,JohnFetterman,2022-10-09 17:29:27,True,1.5791015617451213e+18,1579162136693346305,3622368202.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LoveCopper1,0,False,False,,
USA CRIME,BEWARE  Stay Safe  Richard Gillmore Serial ‘jogger rapist’ to be released from Oregon prison this Dec Was arre… httpstcocNtImIarV,False,0,,2022-10-09 17:16:23,True,,1579158849617297408,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",karan0814,0,False,False,,
USA CRIME,,False,0,,2022-10-09 16:51:34,False,,1579152603891773440,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aitcheson_r,9,True,False,,
USA CRIME,,False,0,,2022-10-09 16:11:41,False,,1579142564606660609,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,2,True,False,,
USA CRIME,,False,0,,2022-10-09 15:52:52,False,,1579137831364022272,,"<a href=""http://ctrlq.org"" rel=""nofollow"">my first little bot</a>",v2_lawblog,2,True,False,,
USA CRIME,Person Found Dead In Val Verde Cause Of Death Unknown  httpstcobVtqOUg ltltlt crime criminal police law… httpstcolDrnecNA,False,0,,2022-10-09 15:42:11,True,,1579135143322624000,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,2,False,False,,
USA CRIME,GunViolence amp Crime Rising🔥 but GOP Republicans want to make it More Easy for Everyone😱To Get Even More Guns… httpstcovHahbJx,False,0,,2022-10-09 15:20:38,True,,1579129719404253185,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jxwbooks,0,False,False,,
USA CRIME,"World News Roundup  October 

Article httpstcoCqucitsRY

Live News httpstcoWpRkCcjB



… httpstcohUAPtxwKYW",False,0,dfworldnews,2022-10-09 14:14:48,True,1.579113128511828e+18,1579113152406769664,1.4439305448661647e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dfworldnews,0,False,False,,
USA CRIME,Deeboarder HarleyRide mkbl usa onz world europe rianru Reuters AFP crime crimewar war ww… httpstcoSXrlyVnqn,False,2,Deeboarder,2022-10-09 14:11:16,True,1.5788340677429453e+18,1579112263759196161,521256564.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Didi890943409,0,False,False,,
USA CRIME,,False,0,,2022-10-09 13:37:59,False,,1579103885834477569,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StephenJonesMIA,4,True,False,,
USA CRIME,A fight turned into a deadly hitandrun in Golden Colorado the Jefferson Country Sheriffs office said in a twe… httpstcoYQwqMHI,False,0,,2022-10-09 13:37:49,True,,1579103846005354497,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Opoyis,0,False,False,,
USA CRIME,,False,0,,2022-10-09 13:35:43,False,,1579103316684177408,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",concetta8631,4,True,False,,
USA CRIME,,False,0,,2022-10-09 13:24:52,False,,1579100584137064448,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Global_Occupant,4,True,False,,
USA CRIME,GlobalOccupant concetta NYCMayor 🛑 Seriously all ericadams does is talk talk amp dress like SteveHarvey… httpstcoryLIJokLkM,False,4,Global_Occupant,2022-10-09 13:23:06,True,1.5790900209292739e+18,1579100139624726530,95348464.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LoriRennie,4,False,False,,
USA CRIME,,False,0,,2022-10-09 11:11:34,False,,1579067037464154112,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,2,True,False,,
USA CRIME,,False,0,,2022-10-09 10:52:44,False,,1579062297946779649,,"<a href=""http://ctrlq.org"" rel=""nofollow"">my first little bot</a>",v2_lawblog,2,True,False,,
USA CRIME,St Paul police arrest man allegedly connected to driveby shooting find ghost gun  httpstcowmUdCatA ltltlt… httpstcoKIqylRIWA,False,0,,2022-10-09 10:47:36,True,,1579061007275610113,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,2,False,False,,
USA CRIME,"How to setup your web browser to secure your internet connection 🌐 🔐

🖱️ httpstcouQGNHQDp… httpstcoEvLWSzyZV",False,3,,2022-10-09 09:53:34,True,,1579047409807917056,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SSuiteSoftware,0,False,False,,
USA CRIME,Gilamanda AthenWalton If I saw KamalaHarris I’m NOT asking for a 📸 I’m asking ️⃣ Why has  million Black… httpstcogcpKxjhG,False,1,LoriRennie,2022-10-09 07:38:03,True,1.5790100301916652e+18,1579013307859578881,1.3532761295162204e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LoriRennie,0,False,False,,
USA CRIME,,False,0,,2022-10-09 06:59:34,False,,1579003622385672192,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SheetExtra,9,True,False,,
USA CRIME,JeffMerkley TinaKotek You are desperate It’s over Drazan wins for change Oregon deserves better than  more ye… httpstcoINmzxunYsS,False,0,JeffMerkley,2022-10-09 06:33:51,True,1.578907065988567e+18,1578997149488254976,223166587.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BigTimbersFan,0,False,False,,
USA CRIME,,False,0,,2022-10-09 06:11:34,False,,1578991541095628801,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,1,True,False,,
USA CRIME,,False,0,,2022-10-09 05:53:48,False,,1578987069124530177,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",InvasionEcology,4,True,False,,
USA CRIME,THUNDER BAY POLICE MAKE ARREST IN GUN POINT RAPE – Lake Superior News  httpstcoHntcyLNp ltltlt crime… httpstcodzkucZf,False,1,,2022-10-09 05:52:25,True,,1578986722506903552,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,1,False,False,,
USA CRIME,Rasmussen Reviewing Last Week’s Key Polls httpstcoRRvhNOA USA🇺🇸 Biden Trump TrumpWasRight politics… httpstcoSSIcJQjuPP,False,2,,2022-10-09 05:35:53,True,,1578982563045339138,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",OneLadyOneVote,0,False,False,,
USA CRIME,,False,0,,2022-10-09 04:25:00,False,,1578964723034312709,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",K82102628M,9,True,False,,
USA CRIME,,False,0,,2022-10-09 01:53:53,False,,1578926693129289728,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NaukariChodDi,9,True,False,,
USA CRIME,,False,0,,2022-10-09 01:52:03,False,,1578926230908600320,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TammyRo15838109,9,True,False,,
USA CRIME,,False,0,,2022-10-09 01:49:03,False,,1578925476764344322,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EugeneEfe,9,True,False,,
USA CRIME,,False,0,,2022-10-09 01:48:43,False,,1578925394853789696,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FatehaCik,9,True,False,,
USA CRIME,,False,0,,2022-10-09 01:47:08,False,,1578924993664421889,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Lordkashmora,9,True,False,,
USA CRIME,"BREAKING BNNUS Reports

A SWAT team raid on a suburban Orangeburg home netted dozens of firearms and  pounds o… httpstcodSHcBMEiFw",False,28,,2022-10-09 01:45:04,True,,1578924473733955584,,"<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>",gchahal,9,False,False,,
USA CRIME,,False,0,,2022-10-09 01:36:49,False,,1578922398203580416,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EugeneEfe,4,True,False,,
USA CRIME,,False,0,,2022-10-09 01:23:05,False,,1578918941153701890,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LSGUDUZA1,29,True,False,,
USA CRIME,,False,0,,2022-10-09 01:17:44,False,,1578917595448647681,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shailfilm,29,True,False,,
USA CRIME,,False,0,,2022-10-09 01:11:34,False,,1578916042788986881,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,1,True,False,,
USA CRIME,THUNDER BAY POLICE MAKE ARREST IN GUN POINT RAPE – Lake Superior News  httpstcoeAgAVjdDW ltltlt crime… httpstcoLPvlOGot,False,0,,2022-10-09 00:22:46,True,,1578903764135661568,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,1,False,False,,
USA CRIME,,False,0,,2022-10-09 00:11:34,False,,1578900944552873986,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,1,True,False,,
USA CRIME,Arrest made in connection to murder of yearold man  httpstcoflCYusisyb ltltlt crime criminal police law… httpstcoqIKcjrYMJ,False,0,,2022-10-08 23:17:44,True,,1578887396661547008,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,1,False,False,,
USA CRIME,"Have you entered this sweepstakes to win the FN SCAR S Battle Rifle
If you enter using this link I will get mor… httpstcoDnYEQQXyD",False,1,,2022-10-08 22:51:12,True,,1578880722034888705,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ericlovesshiale,0,False,False,,
USA CRIME,,False,0,,2022-10-08 22:04:26,False,,1578868952738181120,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SheetExtra,29,True,False,,
USA CRIME,,False,0,,2022-10-08 21:49:16,False,,1578865134877171713,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SheetExtra,4,True,False,,
USA CRIME,"Belascoaran PI 
🍿 Watch Free Only Here  ✅🎬📲📺🖥⬇▶ httpstcozlJuFmEOUL
Creator Paco Ignacio Taibo II… httpstcozSlCoLzaS",False,0,,2022-10-08 21:49:00,True,,1578865066115751936,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",cinemaxxicom,0,False,False,,
USA CRIME,,False,0,,2022-10-08 21:00:34,False,,1578852877522866176,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aitcheson_r,4,True,False,,
USA CRIME,"BREAKING BNNUS Reports

A Purdue University student who was arrested in the slaying of his roommate has confesse… httpstcoKwUOepdg",False,14,,2022-10-08 21:00:06,True,,1578852758853021696,,"<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>",gchahal,4,False,False,,
USA CRIME,,False,0,,2022-10-08 19:11:40,False,,1578825472460599297,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,1,True,False,,
USA CRIME,,False,0,,2022-10-08 19:08:24,False,,1578824651332997120,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",joemetry150,29,True,False,,
USA CRIME,Covidtime medical equipment Tk cr lost to purchase graft  httpstcofvGvJxie ltltlt crime criminal police… httpstcoynPHkKZf,False,0,,2022-10-08 18:57:26,True,,1578821889086042112,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,1,False,False,,
USA CRIME,,False,0,,2022-10-08 18:21:01,False,,1578812726825996288,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aquariusbaby256,29,True,False,,
USA CRIME,Homeless in LA are NOT what You Think httpstcoGRSsHPTF crime crimenews USA news newsgang,False,2,,2022-10-08 17:43:35,False,,1578803305643642880,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DYSTNews,1,False,False,,
USA CRIME,tiorr Donate tiorr indie internet radio supporting all genres unsigned indie music playing The American W… httpstcolvSIadpHnG,False,0,tiorr_2,2022-10-08 17:39:30,True,1.5787772919239352e+18,1578802279012270080,9.057557198232248e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SceneCleaners,0,False,False,,
USA CRIME,,False,0,,2022-10-08 17:27:56,False,,1578799367271522305,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LionelHachemin,4,True,False,,
USA CRIME,,False,0,,2022-10-08 17:20:26,False,,1578797478505492482,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BHARATARVIND,29,True,False,,
USA CRIME,,False,0,,2022-10-08 17:10:34,False,,1578794996224131072,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LionelHachemin,2,True,False,,
USA CRIME,,False,0,,2022-10-08 17:01:06,False,,1578792612450140161,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EugeneEfe,29,True,False,,
USA CRIME,,False,0,,2022-10-08 16:31:41,False,,1578785212766605316,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BongoBob17,29,True,False,,
USA CRIME,,False,0,,2022-10-08 16:31:08,False,,1578785072932880384,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SarahNtiriwaa,29,True,False,,
USA CRIME,,False,0,,2022-10-08 16:27:55,False,,1578784265416093696,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aneelmufeed,29,True,False,,
USA CRIME,,False,0,,2022-10-08 16:11:34,False,,1578780147649773569,,"<a href=""http://aicsystems.co.uk"" rel=""nofollow"">AIC Systems Twitter Feed Bot</a>",AIC_Systems,2,True,False,,
USA CRIME,POTUS and GovKathyHochul want to disarm Americans in the world where Putin is considering nuclear war Im sor… httpstcoLieVNrd,False,0,,2022-10-08 15:58:29,True,,1578776856756514818,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",br0sint,0,False,False,,
USA CRIME,,False,0,,2022-10-08 15:53:02,False,,1578775484615512064,,"<a href=""http://ctrlq.org"" rel=""nofollow"">my first little bot</a>",v2_lawblog,2,True,False,,
USA CRIME,"It is heartbreaking to witness the suffering of people because of the failure of elected officials

NYC… httpstcoXAopi",False,0,,2022-10-08 15:50:35,True,,1578774868329263104,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MyThinkingWell,0,False,False,,
USA CRIME,,False,0,,2022-10-08 15:49:16,False,,1578774536937705472,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TerajitS,29,True,False,,
USA CRIME,Tk cr laundering case Key suspects get clean chit  httpstcobyXzjKl ltltlt crime criminal police law… httpstcoIJjlEylYK,False,0,,2022-10-08 15:47:36,True,,1578774116538408960,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Arrests247,2,False,False,,
USA CRIME,,False,0,,2022-10-08 15:45:10,False,,1578773503465390080,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FiVibe,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:45:07,False,,1578773493545828352,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KuamarSandilya,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:44:47,False,,1578773409638797312,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",remyking63,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:42:28,False,,1578772826223706113,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AndrzejKosowsk,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:37:31,False,,1578771579701714945,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ykush_Tyagi,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:36:57,False,,1578771436361351171,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",monty_chadha,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:33:44,False,,1578770628282580993,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This_Sisi,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:33:11,False,,1578770491611185152,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ammiedgr8,29,True,False,,
USA CRIME,,False,0,,2022-10-08 15:32:03,False,,1578770204057690112,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CharlesKinstin2,29,True,False,,
