,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
15,"⭐️Stalker Craig⭐️
  No More Secrets

Available at: https://t.co/BduXurHmAc &amp; https://t.co/up1knM9O9t

#book… https://t.co/lNcMex5DP0","⭐️Stalker Craig⭐️
  No More Secrets

Available at   amp  

book…  ","['', 'stalker', 'craig', 'no', 'more', 'secrets', 'available', 'at', 'amp', 'book', '']","['', 'stalker', 'craig', 'secrets', 'available', 'amp', 'book', '']","['', 'stalker', 'craig', 'secret', 'avail', 'amp', 'book', '']","['', 'stalker', 'craig', 'secret', 'available', 'amp', 'book', '']"
17,Fairfax elementary school principal charged with DWI - https://t.co/Ce8SVLGIrt &lt;&lt;&lt; #crime #criminal #police #law… https://t.co/LixdlxHdK8,Fairfax elementary school principal charged with DWI    ltltlt crime criminal police law…  ,"['fairfax', 'elementary', 'school', 'principal', 'charged', 'with', 'dwi', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['fairfax', 'elementary', 'school', 'principal', 'charged', 'dwi', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['fairfax', 'elementari', 'school', 'princip', 'charg', 'dwi', 'ltltlt', 'crime', 'crimin', 'polic', 'law', '']","['fairfax', 'elementary', 'school', 'principal', 'charged', 'dwi', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']"
25,https://t.co/WTlutpMLuj. Now halfway thru our video nasty month. For ep 2 we go deep into this Psycho-inspired shoc… https://t.co/x3UWh89PgW,  Now halfway thru our video nasty month For ep  we go deep into this Psychoinspired shoc…  ,"['', 'now', 'halfway', 'thru', 'our', 'video', 'nasty', 'month', 'for', 'ep', 'we', 'go', 'deep', 'into', 'this', 'psychoinspired', 'shoc', '']","['', 'halfway', 'thru', 'video', 'nasty', 'month', 'ep', 'go', 'deep', 'psychoinspired', 'shoc', '']","['', 'halfway', 'thru', 'video', 'nasti', 'month', 'ep', 'go', 'deep', 'psychoinspir', 'shoc', '']","['', 'halfway', 'thru', 'video', 'nasty', 'month', 'ep', 'go', 'deep', 'psychoinspired', 'shoc', '']"
26,"https://t.co/OzckR639WV
A group of young people in #NYC harass and attack at food stall and his worker. In America… https://t.co/6OYLhzVrPv"," 
A group of young people in NYC harass and attack at food stall and his worker In America…  ","['', 'a', 'group', 'of', 'young', 'people', 'in', 'nyc', 'harass', 'and', 'attack', 'at', 'food', 'stall', 'and', 'his', 'worker', 'in', 'america', '']","['', 'group', 'young', 'people', 'nyc', 'harass', 'attack', 'food', 'stall', 'worker', 'america', '']","['', 'group', 'young', 'peopl', 'nyc', 'harass', 'attack', 'food', 'stall', 'worker', 'america', '']","['', 'group', 'young', 'people', 'nyc', 'harass', 'attack', 'food', 'stall', 'worker', 'america', '']"
34,"BREAKING: #BNNUS Reports.

A 16-year-old from Passaic died early Sunday following a stabbing in the west side of th… https://t.co/1GRXDd2D07","BREAKING BNNUS Reports

A yearold from Passaic died early Sunday following a stabbing in the west side of th…  ","['breaking', 'bnnus', 'reports', 'a', 'yearold', 'from', 'passaic', 'died', 'early', 'sunday', 'following', 'a', 'stabbing', 'in', 'the', 'west', 'side', 'of', 'th', '']","['breaking', 'bnnus', 'reports', 'yearold', 'passaic', 'died', 'early', 'sunday', 'following', 'stabbing', 'west', 'side', 'th', '']","['break', 'bnnu', 'report', 'yearold', 'passaic', 'die', 'earli', 'sunday', 'follow', 'stab', 'west', 'side', 'th', '']","['breaking', 'bnnus', 'report', 'yearold', 'passaic', 'died', 'early', 'sunday', 'following', 'stabbing', 'west', 'side', 'th', '']"
43,"BREAKING: #BNNUSA Reports.

7 people were shot and one person was killed at a Tampa bar early Sunday after an argum… https://t.co/u9VuQ7Wzo9","BREAKING BNNUSA Reports

 people were shot and one person was killed at a Tampa bar early Sunday after an argum…  ","['breaking', 'bnnusa', 'reports', 'people', 'were', 'shot', 'and', 'one', 'person', 'was', 'killed', 'at', 'a', 'tampa', 'bar', 'early', 'sunday', 'after', 'an', 'argum', '']","['breaking', 'bnnusa', 'reports', 'people', 'shot', 'one', 'person', 'killed', 'tampa', 'bar', 'early', 'sunday', 'argum', '']","['break', 'bnnusa', 'report', 'peopl', 'shot', 'one', 'person', 'kill', 'tampa', 'bar', 'earli', 'sunday', 'argum', '']","['breaking', 'bnnusa', 'report', 'people', 'shot', 'one', 'person', 'killed', 'tampa', 'bar', 'early', 'sunday', 'argum', '']"
44,@JohnFetterman You have not made our community safer. You give preference to criminals. We see your record and watc… https://t.co/LyGI7kJz00,JohnFetterman You have not made our community safer You give preference to criminals We see your record and watc…  ,"['johnfetterman', 'you', 'have', 'not', 'made', 'our', 'community', 'safer', 'you', 'give', 'preference', 'to', 'criminals', 'we', 'see', 'your', 'record', 'and', 'watc', '']","['johnfetterman', 'made', 'community', 'safer', 'give', 'preference', 'criminals', 'see', 'record', 'watc', '']","['johnfetterman', 'made', 'commun', 'safer', 'give', 'prefer', 'crimin', 'see', 'record', 'watc', '']","['johnfetterman', 'made', 'community', 'safer', 'give', 'preference', 'criminal', 'see', 'record', 'watc', '']"
45,#BEWARE | Stay Safe - Richard Gillmore Serial ‘jogger rapist’ to be released from #Oregon prison this Dec. Was arre… https://t.co/6cNtImIarV,BEWARE  Stay Safe  Richard Gillmore Serial ‘jogger rapist’ to be released from Oregon prison this Dec Was arre…  ,"['beware', 'stay', 'safe', 'richard', 'gillmore', 'serial', 'jogger', 'rapist', 'to', 'be', 'released', 'from', 'oregon', 'prison', 'this', 'dec', 'was', 'arre', '']","['beware', 'stay', 'safe', 'richard', 'gillmore', 'serial', 'jogger', 'rapist', 'released', 'oregon', 'prison', 'dec', 'arre', '']","['bewar', 'stay', 'safe', 'richard', 'gillmor', 'serial', 'jogger', 'rapist', 'releas', 'oregon', 'prison', 'dec', 'arr', '']","['beware', 'stay', 'safe', 'richard', 'gillmore', 'serial', 'jogger', 'rapist', 'released', 'oregon', 'prison', 'dec', 'arre', '']"
49,"Person Found Dead In Val Verde, Cause Of Death Unknown - https://t.co/61bVtqOUg7 &lt;&lt;&lt; #crime #criminal #police #law… https://t.co/lDr1nec6NA",Person Found Dead In Val Verde Cause Of Death Unknown    ltltlt crime criminal police law…  ,"['person', 'found', 'dead', 'in', 'val', 'verde', 'cause', 'of', 'death', 'unknown', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['person', 'found', 'dead', 'val', 'verde', 'cause', 'death', 'unknown', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['person', 'found', 'dead', 'val', 'verd', 'caus', 'death', 'unknown', 'ltltlt', 'crime', 'crimin', 'polic', 'law', '']","['person', 'found', 'dead', 'val', 'verde', 'cause', 'death', 'unknown', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']"
50,#GunViolence &amp; #Crime #Rising🔥 but #GOP #Republicans want to make it More #Easy for Everyone😱To Get Even More #Guns… https://t.co/vHa2hb3J2x,GunViolence amp Crime Rising🔥 but GOP Republicans want to make it More Easy for Everyone😱To Get Even More Guns…  ,"['gunviolence', 'amp', 'crime', 'rising', 'but', 'gop', 'republicans', 'want', 'to', 'make', 'it', 'more', 'easy', 'for', 'everyone', 'to', 'get', 'even', 'more', 'guns', '']","['gunviolence', 'amp', 'crime', 'rising', 'gop', 'republicans', 'want', 'make', 'easy', 'everyone', 'get', 'even', 'guns', '']","['gunviol', 'amp', 'crime', 'rise', 'gop', 'republican', 'want', 'make', 'easi', 'everyon', 'get', 'even', 'gun', '']","['gunviolence', 'amp', 'crime', 'rising', 'gop', 'republican', 'want', 'make', 'easy', 'everyone', 'get', 'even', 'gun', '']"
51,"World News Roundup: 09 October 2022
.
Article: https://t.co/Cquc6itsRY
.
Live News: https://t.co/WpRkCcj1B7
.
.
.
.… https://t.co/hUAPtxwKYW","World News Roundup  October 

Article  

Live News  



…  ","['world', 'news', 'roundup', 'october', 'article', 'live', 'news', '']","['world', 'news', 'roundup', 'october', 'article', 'live', 'news', '']","['world', 'news', 'roundup', 'octob', 'articl', 'live', 'news', '']","['world', 'news', 'roundup', 'october', 'article', 'live', 'news', '']"
52,@Deeboarder @Harley_Ride @mkbl1965 #usa #onz #world #europe @rianru @Reuters @AFP #crime #crimewar #war #3ww… https://t.co/SXrlyVnq6n,Deeboarder HarleyRide mkbl usa onz world europe rianru Reuters AFP crime crimewar war ww…  ,"['deeboarder', 'harleyride', 'mkbl', 'usa', 'onz', 'world', 'europe', 'rianru', 'reuters', 'afp', 'crime', 'crimewar', 'war', 'ww', '']","['deeboarder', 'harleyride', 'mkbl', 'usa', 'onz', 'world', 'europe', 'rianru', 'reuters', 'afp', 'crime', 'crimewar', 'war', 'ww', '']","['deeboard', 'harleyrid', 'mkbl', 'usa', 'onz', 'world', 'europ', 'rianru', 'reuter', 'afp', 'crime', 'crimewar', 'war', 'ww', '']","['deeboarder', 'harleyride', 'mkbl', 'usa', 'onz', 'world', 'europe', 'rianru', 'reuters', 'afp', 'crime', 'crimewar', 'war', 'ww', '']"
54,"A fight turned into a deadly hit-and-run in Golden, #Colorado, the Jefferson Country Sheriff's office said in a twe… https://t.co/YQ0w19qMHI",A fight turned into a deadly hitandrun in Golden Colorado the Jefferson Country Sheriffs office said in a twe…  ,"['a', 'fight', 'turned', 'into', 'a', 'deadly', 'hitandrun', 'in', 'golden', 'colorado', 'the', 'jefferson', 'country', 'sheriffs', 'office', 'said', 'in', 'a', 'twe', '']","['fight', 'turned', 'deadly', 'hitandrun', 'golden', 'colorado', 'jefferson', 'country', 'sheriffs', 'office', 'said', 'twe', '']","['fight', 'turn', 'deadli', 'hitandrun', 'golden', 'colorado', 'jefferson', 'countri', 'sheriff', 'offic', 'said', 'twe', '']","['fight', 'turned', 'deadly', 'hitandrun', 'golden', 'colorado', 'jefferson', 'country', 'sheriff', 'office', 'said', 'twe', '']"
57,"@Global_Occupant @concetta8631 @NYCMayor 🛑 Seriously, all #ericadams does is talk, talk, &amp; dress like #SteveHarvey… https://t.co/ryLIJokLkM",GlobalOccupant concetta NYCMayor 🛑 Seriously all ericadams does is talk talk amp dress like SteveHarvey…  ,"['globaloccupant', 'concetta', 'nycmayor', 'seriously', 'all', 'ericadams', 'does', 'is', 'talk', 'talk', 'amp', 'dress', 'like', 'steveharvey', '']","['globaloccupant', 'concetta', 'nycmayor', 'seriously', 'ericadams', 'talk', 'talk', 'amp', 'dress', 'like', 'steveharvey', '']","['globaloccup', 'concetta', 'nycmayor', 'serious', 'ericadam', 'talk', 'talk', 'amp', 'dress', 'like', 'steveharvey', '']","['globaloccupant', 'concetta', 'nycmayor', 'seriously', 'ericadams', 'talk', 'talk', 'amp', 'dress', 'like', 'steveharvey', '']"
60,"St. Paul police arrest man allegedly connected to drive-by shooting, find ghost gun - https://t.co/wmUdC8a5tA &lt;&lt;&lt;… https://t.co/KIqylRIW3A",St Paul police arrest man allegedly connected to driveby shooting find ghost gun    ltltlt…  ,"['st', 'paul', 'police', 'arrest', 'man', 'allegedly', 'connected', 'to', 'driveby', 'shooting', 'find', 'ghost', 'gun', 'ltltlt', '']","['st', 'paul', 'police', 'arrest', 'man', 'allegedly', 'connected', 'driveby', 'shooting', 'find', 'ghost', 'gun', 'ltltlt', '']","['st', 'paul', 'polic', 'arrest', 'man', 'allegedli', 'connect', 'drivebi', 'shoot', 'find', 'ghost', 'gun', 'ltltlt', '']","['st', 'paul', 'police', 'arrest', 'man', 'allegedly', 'connected', 'driveby', 'shooting', 'find', 'ghost', 'gun', 'ltltlt', '']"
61,"How to setup your web browser to secure your internet connection... 🌐 🔐

🖱️ https://t.co/u9QGNH4QDp… https://t.co/Ev5LWSzyZV","How to setup your web browser to secure your internet connection 🌐 🔐

🖱️    ","['how', 'to', 'setup', 'your', 'web', 'browser', 'to', 'secure', 'your', 'internet', 'connection', '']","['setup', 'web', 'browser', 'secure', 'internet', 'connection', '']","['setup', 'web', 'browser', 'secur', 'internet', 'connect', '']","['setup', 'web', 'browser', 'secure', 'internet', 'connection', '']"
62,"@Gilamanda21 @AthenWalton If I saw #KamalaHarris, I’m NOT asking for a 📸, I’m asking 1️⃣ Why has 20 million #Black… https://t.co/gcp7Kxj9hG",Gilamanda AthenWalton If I saw KamalaHarris I’m NOT asking for a 📸 I’m asking ️⃣ Why has  million Black…  ,"['gilamanda', 'athenwalton', 'if', 'i', 'saw', 'kamalaharris', 'i', 'm', 'not', 'asking', 'for', 'a', 'i', 'm', 'asking', 'why', 'has', 'million', 'black', '']","['gilamanda', 'athenwalton', 'saw', 'kamalaharris', 'asking', 'asking', 'million', 'black', '']","['gilamanda', 'athenwalton', 'saw', 'kamalaharri', 'ask', 'ask', 'million', 'black', '']","['gilamanda', 'athenwalton', 'saw', 'kamalaharris', 'asking', 'asking', 'million', 'black', '']"
64,@JeffMerkley @TinaKotek You are desperate. It’s over. Drazan wins for change. Oregon deserves better than 4 more ye… https://t.co/INmzxunYsS,JeffMerkley TinaKotek You are desperate It’s over Drazan wins for change Oregon deserves better than  more ye…  ,"['jeffmerkley', 'tinakotek', 'you', 'are', 'desperate', 'it', 's', 'over', 'drazan', 'wins', 'for', 'change', 'oregon', 'deserves', 'better', 'than', 'more', 'ye', '']","['jeffmerkley', 'tinakotek', 'desperate', 'drazan', 'wins', 'change', 'oregon', 'deserves', 'better', 'ye', '']","['jeffmerkley', 'tinakotek', 'desper', 'drazan', 'win', 'chang', 'oregon', 'deserv', 'better', 'ye', '']","['jeffmerkley', 'tinakotek', 'desperate', 'drazan', 'win', 'change', 'oregon', 'deserves', 'better', 'ye', '']"
67,THUNDER BAY POLICE MAKE ARREST IN GUN POINT RAPE – Lake Superior News - https://t.co/H1ntcy7LNp &lt;&lt;&lt; #crime… https://t.co/d51z9kucZf,THUNDER BAY POLICE MAKE ARREST IN GUN POINT RAPE – Lake Superior News    ltltlt crime…  ,"['thunder', 'bay', 'police', 'make', 'arrest', 'in', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['thunder', 'bay', 'police', 'make', 'arrest', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['thunder', 'bay', 'polic', 'make', 'arrest', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['thunder', 'bay', 'police', 'make', 'arrest', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']"
68,Rasmussen: Reviewing Last Week’s Key Polls https://t.co/4R2R2vhNOA #USA🇺🇸 #Biden #Trump #TrumpWasRight #politics… https://t.co/SSIcJQjuPP,Rasmussen Reviewing Last Week’s Key Polls   USA🇺🇸 Biden Trump TrumpWasRight politics…  ,"['rasmussen', 'reviewing', 'last', 'week', 's', 'key', 'polls', 'usa', 'biden', 'trump', 'trumpwasright', 'politics', '']","['rasmussen', 'reviewing', 'last', 'week', 'key', 'polls', 'usa', 'biden', 'trump', 'trumpwasright', 'politics', '']","['rasmussen', 'review', 'last', 'week', 'key', 'poll', 'usa', 'biden', 'trump', 'trumpwasright', 'polit', '']","['rasmussen', 'reviewing', 'last', 'week', 'key', 'poll', 'usa', 'biden', 'trump', 'trumpwasright', 'politics', '']"
75,"BREAKING: #BNNUS Reports.

A SWAT team raid on a suburban Orangeburg home netted dozens of firearms and 30 pounds o… https://t.co/dSHcBMEiFw","BREAKING BNNUS Reports

A SWAT team raid on a suburban Orangeburg home netted dozens of firearms and  pounds o…  ","['breaking', 'bnnus', 'reports', 'a', 'swat', 'team', 'raid', 'on', 'a', 'suburban', 'orangeburg', 'home', 'netted', 'dozens', 'of', 'firearms', 'and', 'pounds', 'o', '']","['breaking', 'bnnus', 'reports', 'swat', 'team', 'raid', 'suburban', 'orangeburg', 'home', 'netted', 'dozens', 'firearms', 'pounds', '']","['break', 'bnnu', 'report', 'swat', 'team', 'raid', 'suburban', 'orangeburg', 'home', 'net', 'dozen', 'firearm', 'pound', '']","['breaking', 'bnnus', 'report', 'swat', 'team', 'raid', 'suburban', 'orangeburg', 'home', 'netted', 'dozen', 'firearm', 'pound', '']"
80,THUNDER BAY POLICE MAKE ARREST IN GUN POINT RAPE – Lake Superior News - https://t.co/e8AgAVjdDW &lt;&lt;&lt; #crime… https://t.co/LPv4lOG5ot,THUNDER BAY POLICE MAKE ARREST IN GUN POINT RAPE – Lake Superior News    ltltlt crime…  ,"['thunder', 'bay', 'police', 'make', 'arrest', 'in', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['thunder', 'bay', 'police', 'make', 'arrest', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['thunder', 'bay', 'polic', 'make', 'arrest', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']","['thunder', 'bay', 'police', 'make', 'arrest', 'gun', 'point', 'rape', 'lake', 'superior', 'news', 'ltltlt', 'crime', '']"
82,Arrest made in connection to murder of 24-year-old man - https://t.co/flCYusisyb &lt;&lt;&lt; #crime #criminal #police #law… https://t.co/qIKcjr9YMJ,Arrest made in connection to murder of yearold man    ltltlt crime criminal police law…  ,"['arrest', 'made', 'in', 'connection', 'to', 'murder', 'of', 'yearold', 'man', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['arrest', 'made', 'connection', 'murder', 'yearold', 'man', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']","['arrest', 'made', 'connect', 'murder', 'yearold', 'man', 'ltltlt', 'crime', 'crimin', 'polic', 'law', '']","['arrest', 'made', 'connection', 'murder', 'yearold', 'man', 'ltltlt', 'crime', 'criminal', 'police', 'law', '']"
83,"Have you entered this sweepstakes to win the FN SCAR 17S Battle Rifle?
If you enter using this link, I will get mor… https://t.co/DnYEQQX8yD","Have you entered this sweepstakes to win the FN SCAR S Battle Rifle
If you enter using this link I will get mor…  ","['have', 'you', 'entered', 'this', 'sweepstakes', 'to', 'win', 'the', 'fn', 'scar', 's', 'battle', 'rifle', 'if', 'you', 'enter', 'using', 'this', 'link', 'i', 'will', 'get', 'mor', '']","['entered', 'sweepstakes', 'win', 'fn', 'scar', 'battle', 'rifle', 'enter', 'using', 'link', 'get', 'mor', '']","['enter', 'sweepstak', 'win', 'fn', 'scar', 'battl', 'rifl', 'enter', 'use', 'link', 'get', 'mor', '']","['entered', 'sweepstakes', 'win', 'fn', 'scar', 'battle', 'rifle', 'enter', 'using', 'link', 'get', 'mor', '']"
86,"Belascoaran, PI (2022)
🍿 Watch Free Only Here : ✅🎬📲📺🖥⬇▶ https://t.co/zlJuFmEOUL
Creator: Paco Ignacio Taibo II… https://t.co/zSlCo6LzaS","Belascoaran PI 
🍿 Watch Free Only Here  ✅🎬📲📺🖥⬇▶  
Creator Paco Ignacio Taibo II…  ","['belascoaran', 'pi', 'watch', 'free', 'only', 'here', 'creator', 'paco', 'ignacio', 'taibo', 'ii', '']","['belascoaran', 'pi', 'watch', 'free', 'creator', 'paco', 'ignacio', 'taibo', 'ii', '']","['belascoaran', 'pi', 'watch', 'free', 'creator', 'paco', 'ignacio', 'taibo', 'ii', '']","['belascoaran', 'pi', 'watch', 'free', 'creator', 'paco', 'ignacio', 'taibo', 'ii', '']"
88,"BREAKING: #BNNUS Reports.

A Purdue University student who was arrested in the slaying of his roommate has confesse… https://t.co/KwU7Oe7pdg","BREAKING BNNUS Reports

A Purdue University student who was arrested in the slaying of his roommate has confesse…  ","['breaking', 'bnnus', 'reports', 'a', 'purdue', 'university', 'student', 'who', 'was', 'arrested', 'in', 'the', 'slaying', 'of', 'his', 'roommate', 'has', 'confesse', '']","['breaking', 'bnnus', 'reports', 'purdue', 'university', 'student', 'arrested', 'slaying', 'roommate', 'confesse', '']","['break', 'bnnu', 'report', 'purdu', 'univers', 'student', 'arrest', 'slay', 'roommat', 'confess', '']","['breaking', 'bnnus', 'report', 'purdue', 'university', 'student', 'arrested', 'slaying', 'roommate', 'confesse', '']"
