,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
1116,"The first week of the #OathKeepers trial ended with brief testimonies from 2 #FBI special agents.

Both agents said… https://t.co/ZSq30PVquV","The first week of the OathKeepers trial ended with brief testimonies from   FBI special agents

Both agents said…  PVquV","['the', 'first', 'week', 'of', 'the', 'oathkeepers', 'trial', 'ended', 'with', 'brief', 'testimonies', 'from', 'fbi', 'special', 'agents', 'both', 'agents', 'said', 'pvquv']","['first', 'week', 'oathkeepers', 'trial', 'ended', 'brief', 'testimonies', 'fbi', 'special', 'agents', 'agents', 'said', 'pvquv']","['first', 'week', 'oathkeep', 'trial', 'end', 'brief', 'testimoni', 'fbi', 'special', 'agent', 'agent', 'said', 'pvquv']","['first', 'week', 'oathkeepers', 'trial', 'ended', 'brief', 'testimony', 'fbi', 'special', 'agent', 'agent', 'said', 'pvquv']"
1118,"A new policy was implemented last week by the #FBI’s National Instant Criminal Background Check System (NICS), whic… https://t.co/ChNv4k4ZWB",A new policy was implemented last week by the FBI’s National Instant Criminal Background Check System NICS whic…  k ZWB,"['a', 'new', 'policy', 'was', 'implemented', 'last', 'week', 'by', 'the', 'fbi', 's', 'national', 'instant', 'criminal', 'background', 'check', 'system', 'nics', 'whic', 'k', 'zwb']","['new', 'policy', 'implemented', 'last', 'week', 'fbi', 'national', 'instant', 'criminal', 'background', 'check', 'system', 'nics', 'whic', 'k', 'zwb']","['new', 'polici', 'implement', 'last', 'week', 'fbi', 'nation', 'instant', 'crimin', 'background', 'check', 'system', 'nic', 'whic', 'k', 'zwb']","['new', 'policy', 'implemented', 'last', 'week', 'fbi', 'national', 'instant', 'criminal', 'background', 'check', 'system', 'nics', 'whic', 'k', 'zwb']"
1119,@realJoelFischer @KathyHochul @NYCMayor @NYCMayorsOffice enter NYC at your own risk. These politicians won’t do any… https://t.co/f9hMqiUkee,realJoelFischer KathyHochul NYCMayor NYCMayorsOffice enter NYC at your own risk These politicians won’t do any…  hMqiUkee,"['realjoelfischer', 'kathyhochul', 'nycmayor', 'nycmayorsoffice', 'enter', 'nyc', 'at', 'your', 'own', 'risk', 'these', 'politicians', 'won', 't', 'do', 'any', 'hmqiukee']","['realjoelfischer', 'kathyhochul', 'nycmayor', 'nycmayorsoffice', 'enter', 'nyc', 'risk', 'politicians', 'hmqiukee']","['realjoelfisch', 'kathyhochul', 'nycmayor', 'nycmayorsoffic', 'enter', 'nyc', 'risk', 'politician', 'hmqiuke']","['realjoelfischer', 'kathyhochul', 'nycmayor', 'nycmayorsoffice', 'enter', 'nyc', 'risk', 'politician', 'hmqiukee']"
1120,@RonFilipkowski #FBI this is the second time she has said this. She wants Democrats hurt. Stop her!!!,RonFilipkowski FBI this is the second time she has said this She wants Democrats hurt Stop her,"['ronfilipkowski', 'fbi', 'this', 'is', 'the', 'second', 'time', 'she', 'has', 'said', 'this', 'she', 'wants', 'democrats', 'hurt', 'stop', 'her']","['ronfilipkowski', 'fbi', 'second', 'time', 'said', 'wants', 'democrats', 'hurt', 'stop']","['ronfilipkowski', 'fbi', 'second', 'time', 'said', 'want', 'democrat', 'hurt', 'stop']","['ronfilipkowski', 'fbi', 'second', 'time', 'said', 'want', 'democrat', 'hurt', 'stop']"
1121,Sorry @JoeBiden but @SallyQYates would’ve insured the rule of law applied to #trump on day one @TheJusticeDept not… https://t.co/BScdRsWDfN,Sorry JoeBiden but SallyQYates would’ve insured the rule of law applied to trump on day one TheJusticeDept not… ,"['sorry', 'joebiden', 'but', 'sallyqyates', 'would', 've', 'insured', 'the', 'rule', 'of', 'law', 'applied', 'to', 'trump', 'on', 'day', 'one', 'thejusticedept', 'not', '']","['sorry', 'joebiden', 'sallyqyates', 'would', 'insured', 'rule', 'law', 'applied', 'trump', 'day', 'one', 'thejusticedept', '']","['sorri', 'joebiden', 'sallyqy', 'would', 'insur', 'rule', 'law', 'appli', 'trump', 'day', 'one', 'thejusticedept', '']","['sorry', 'joebiden', 'sallyqyates', 'would', 'insured', 'rule', 'law', 'applied', 'trump', 'day', 'one', 'thejusticedept', '']"
1123,"SALE at Smashwords thru 10/31.
My special agent books combine #romance with #suspense. Ladies will fall in love wit… https://t.co/SqGokmW8XE","SALE at Smashwords thru  
My special agent books combine romance with suspense Ladies will fall in love wit…  XE","['sale', 'at', 'smashwords', 'thru', 'my', 'special', 'agent', 'books', 'combine', 'romance', 'with', 'suspense', 'ladies', 'will', 'fall', 'in', 'love', 'wit', 'xe']","['sale', 'smashwords', 'thru', 'special', 'agent', 'books', 'combine', 'romance', 'suspense', 'ladies', 'fall', 'love', 'wit', 'xe']","['sale', 'smashword', 'thru', 'special', 'agent', 'book', 'combin', 'romanc', 'suspens', 'ladi', 'fall', 'love', 'wit', 'xe']","['sale', 'smashwords', 'thru', 'special', 'agent', 'book', 'combine', 'romance', 'suspense', 'lady', 'fall', 'love', 'wit', 'xe']"
1136,"Biden is spending a ton of money to hide the truth from the American voter.

#HunterBiden #FBI #Biden 

White House… https://t.co/wHmNohrnme","Biden is spending a ton of money to hide the truth from the American voter

HunterBiden FBI Biden 

White House… ","['biden', 'is', 'spending', 'a', 'ton', 'of', 'money', 'to', 'hide', 'the', 'truth', 'from', 'the', 'american', 'voter', 'hunterbiden', 'fbi', 'biden', 'white', 'house', '']","['biden', 'spending', 'ton', 'money', 'hide', 'truth', 'american', 'voter', 'hunterbiden', 'fbi', 'biden', 'white', 'house', '']","['biden', 'spend', 'ton', 'money', 'hide', 'truth', 'american', 'voter', 'hunterbiden', 'fbi', 'biden', 'white', 'hous', '']","['biden', 'spending', 'ton', 'money', 'hide', 'truth', 'american', 'voter', 'hunterbiden', 'fbi', 'biden', 'white', 'house', '']"
1141,#DOJ #FBI #CIA #TrumpIsANationalSecurityRisk  Lock this SOB up already. Here he is touting what a great Big crowd J… https://t.co/AhRGZxqhRG,DOJ FBI CIA TrumpIsANationalSecurityRisk  Lock this SOB up already Here he is touting what a great Big crowd J… ,"['doj', 'fbi', 'cia', 'trumpisanationalsecurityrisk', 'lock', 'this', 'sob', 'up', 'already', 'here', 'he', 'is', 'touting', 'what', 'a', 'great', 'big', 'crowd', 'j', '']","['doj', 'fbi', 'cia', 'trumpisanationalsecurityrisk', 'lock', 'sob', 'already', 'touting', 'great', 'big', 'crowd', 'j', '']","['doj', 'fbi', 'cia', 'trumpisanationalsecurityrisk', 'lock', 'sob', 'alreadi', 'tout', 'great', 'big', 'crowd', 'j', '']","['doj', 'fbi', 'cia', 'trumpisanationalsecurityrisk', 'lock', 'sob', 'already', 'touting', 'great', 'big', 'crowd', 'j', '']"
1153,#FBI living #AboveTheLaw &amp; outside the jurisdiction of #TheUSConstitution. No real surprise to #TargetedIndividuals… https://t.co/tfpxlLYf02,FBI living AboveTheLaw amp outside the jurisdiction of TheUSConstitution No real surprise to TargetedIndividuals…  ,"['fbi', 'living', 'abovethelaw', 'amp', 'outside', 'the', 'jurisdiction', 'of', 'theusconstitution', 'no', 'real', 'surprise', 'to', 'targetedindividuals', '']","['fbi', 'living', 'abovethelaw', 'amp', 'outside', 'jurisdiction', 'theusconstitution', 'real', 'surprise', 'targetedindividuals', '']","['fbi', 'live', 'abovethelaw', 'amp', 'outsid', 'jurisdict', 'theusconstitut', 'real', 'surpris', 'targetedindividu', '']","['fbi', 'living', 'abovethelaw', 'amp', 'outside', 'jurisdiction', 'theusconstitution', 'real', 'surprise', 'targetedindividuals', '']"
1155,"“I had kids in the yard walking out to get in the car to go to school.”

A #ProLife activist in #Tennessee said… https://t.co/IlTcSrR8ik","“I had kids in the yard walking out to get in the car to go to school”

A ProLife activist in Tennessee said…  ik","['', 'i', 'had', 'kids', 'in', 'the', 'yard', 'walking', 'out', 'to', 'get', 'in', 'the', 'car', 'to', 'go', 'to', 'school', 'a', 'prolife', 'activist', 'in', 'tennessee', 'said', 'ik']","['', 'kids', 'yard', 'walking', 'get', 'car', 'go', 'school', 'prolife', 'activist', 'tennessee', 'said', 'ik']","['', 'kid', 'yard', 'walk', 'get', 'car', 'go', 'school', 'prolif', 'activist', 'tennesse', 'said', 'ik']","['', 'kid', 'yard', 'walking', 'get', 'car', 'go', 'school', 'prolife', 'activist', 'tennessee', 'said', 'ik']"
1156,@mpukita Assuming the #FBI (a corrupted government agency) can “find” it.,mpukita Assuming the FBI a corrupted government agency can “find” it,"['mpukita', 'assuming', 'the', 'fbi', 'a', 'corrupted', 'government', 'agency', 'can', 'find', 'it']","['mpukita', 'assuming', 'fbi', 'corrupted', 'government', 'agency', 'find']","['mpukita', 'assum', 'fbi', 'corrupt', 'govern', 'agenc', 'find']","['mpukita', 'assuming', 'fbi', 'corrupted', 'government', 'agency', 'find']"
1159,@JudicialWatch @TomFitton Your saying #trump did not have 200k pages or more of known presidential or classified re… https://t.co/2YwTQmZMTj,JudicialWatch TomFitton Your saying trump did not have  k pages or more of known presidential or classified re…  YwTQmZMTj,"['judicialwatch', 'tomfitton', 'your', 'saying', 'trump', 'did', 'not', 'have', 'k', 'pages', 'or', 'more', 'of', 'known', 'presidential', 'or', 'classified', 're', 'ywtqmzmtj']","['judicialwatch', 'tomfitton', 'saying', 'trump', 'k', 'pages', 'known', 'presidential', 'classified', 'ywtqmzmtj']","['judicialwatch', 'tomfitton', 'say', 'trump', 'k', 'page', 'known', 'presidenti', 'classifi', 'ywtqmzmtj']","['judicialwatch', 'tomfitton', 'saying', 'trump', 'k', 'page', 'known', 'presidential', 'classified', 'ywtqmzmtj']"
1160,"@newsmax Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on Jan 6th,… https://t.co/04Qp4FH83V",newsmax Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on Jan  th…  Qp FH V,"['newsmax', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'jan', 'th', 'qp', 'fh', 'v']","['newsmax', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'th', 'qp', 'fh', 'v']","['newsmax', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'jan', 'th', 'qp', 'fh', 'v']","['newsmax', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'th', 'qp', 'fh', 'v']"
1161,"@vegastarr Angela '#Merkel', the “lost” daughter 
- #WIKILeaks Top Secret #FBI documents show that Adolf Hitler`s a… https://t.co/3AhYfZCQJB","vegastarr Angela Merkel the “lost” daughter 
 WIKILeaks Top Secret FBI documents show that Adolf Hitlers a…  AhYfZCQJB","['vegastarr', 'angela', 'merkel', 'the', 'lost', 'daughter', 'wikileaks', 'top', 'secret', 'fbi', 'documents', 'show', 'that', 'adolf', 'hitlers', 'a', 'ahyfzcqjb']","['vegastarr', 'angela', 'merkel', 'lost', 'daughter', 'wikileaks', 'top', 'secret', 'fbi', 'documents', 'show', 'adolf', 'hitlers', 'ahyfzcqjb']","['vegastarr', 'angela', 'merkel', 'lost', 'daughter', 'wikileak', 'top', 'secret', 'fbi', 'document', 'show', 'adolf', 'hitler', 'ahyfzcqjb']","['vegastarr', 'angela', 'merkel', 'lost', 'daughter', 'wikileaks', 'top', 'secret', 'fbi', 'document', 'show', 'adolf', 'hitler', 'ahyfzcqjb']"
1163,@DickesonKathy Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on Ja… https://t.co/razd8ydFUe,DickesonKathy Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on Ja…  ydFUe,"['dickesonkathy', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'ja', 'ydfue']","['dickesonkathy', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'ja', 'ydfue']","['dickesonkathi', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'ja', 'ydfue']","['dickesonkathy', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'ja', 'ydfue']"
1164,#Listen 2 'GENDER REVEAL PINATA?' from YETIS IN WHISTLER by ML HAMILTON narrated by Kelley Hazen’ is on #SoundCloud… https://t.co/DCN4zPpP3D,Listen   GENDER REVEAL PINATA from YETIS IN WHISTLER by ML HAMILTON narrated by Kelley Hazen’ is on SoundCloud…  zPpP D,"['listen', 'gender', 'reveal', 'pinata', 'from', 'yetis', 'in', 'whistler', 'by', 'ml', 'hamilton', 'narrated', 'by', 'kelley', 'hazen', 'is', 'on', 'soundcloud', 'zppp', 'd']","['listen', 'gender', 'reveal', 'pinata', 'yetis', 'whistler', 'ml', 'hamilton', 'narrated', 'kelley', 'hazen', 'soundcloud', 'zppp']","['listen', 'gender', 'reveal', 'pinata', 'yeti', 'whistler', 'ml', 'hamilton', 'narrat', 'kelley', 'hazen', 'soundcloud', 'zppp']","['listen', 'gender', 'reveal', 'pinata', 'yeti', 'whistler', 'ml', 'hamilton', 'narrated', 'kelley', 'hazen', 'soundcloud', 'zppp']"
1165,@DineshDSouza Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on Jan… https://t.co/H7paQZC3YM,DineshDSouza Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on Jan…  paQZC YM,"['dineshdsouza', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'jan', 'paqzc', 'ym']","['dineshdsouza', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'paqzc', 'ym']","['dineshdsouza', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'jan', 'paqzc', 'ym']","['dineshdsouza', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'paqzc', 'ym']"
1166,@ColumbiaBugle Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on Ja… https://t.co/NFQtvON2CS,ColumbiaBugle Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on Ja…  CS,"['columbiabugle', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'ja', 'cs']","['columbiabugle', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'ja', 'cs']","['columbiabugl', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'ja', 'cs']","['columbiabugle', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'ja', 'c']"
1167,#New #FBI clues reveal more about the mysterious couple who had a stolen de Kooning painting.” 🤔 #WillemdeKooning… https://t.co/xdR80nwAHC,New FBI clues reveal more about the mysterious couple who had a stolen de Kooning painting” 🤔 WillemdeKooning…  nwAHC,"['new', 'fbi', 'clues', 'reveal', 'more', 'about', 'the', 'mysterious', 'couple', 'who', 'had', 'a', 'stolen', 'de', 'kooning', 'painting', 'willemdekooning', 'nwahc']","['new', 'fbi', 'clues', 'reveal', 'mysterious', 'couple', 'stolen', 'de', 'kooning', 'painting', 'willemdekooning', 'nwahc']","['new', 'fbi', 'clue', 'reveal', 'mysteri', 'coupl', 'stolen', 'de', 'koon', 'paint', 'willemdekoon', 'nwahc']","['new', 'fbi', 'clue', 'reveal', 'mysterious', 'couple', 'stolen', 'de', 'kooning', 'painting', 'willemdekooning', 'nwahc']"
1168,"@newsmax Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on Jan 6th,… https://t.co/TxgLYCOApC",newsmax Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on Jan  th… ,"['newsmax', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'jan', 'th', '']","['newsmax', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'th', '']","['newsmax', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'jan', 'th', '']","['newsmax', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'th', '']"
1169,@baldwin_daniel_ @OANN Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capit… https://t.co/dO7rfPPUvG,baldwindaniel OANN Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capit…  rfPPUvG,"['baldwindaniel', 'oann', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capit', 'rfppuvg']","['baldwindaniel', 'oann', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capit', 'rfppuvg']","['baldwindaniel', 'oann', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capit', 'rfppuvg']","['baldwindaniel', 'oann', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capit', 'rfppuvg']"
1170,@PapiTrumpo Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on Jan 6… https://t.co/hiGvoX6DhA,PapiTrumpo Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on Jan  …  DhA,"['papitrumpo', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'jan', 'dha']","['papitrumpo', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'dha']","['papitrumpo', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'jan', 'dha']","['papitrumpo', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'jan', 'dha']"
1171,@DanScavino @rumblevideo Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Cap… https://t.co/O21nfelt9f,DanScavino rumblevideo Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Cap…  nfelt f,"['danscavino', 'rumblevideo', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'cap', 'nfelt', 'f']","['danscavino', 'rumblevideo', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'cap', 'nfelt', 'f']","['danscavino', 'rumblevideo', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'cap', 'nfelt', 'f']","['danscavino', 'rumblevideo', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'cap', 'nfelt', 'f']"
1172,@MarshaBlackburn Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Capitol on… https://t.co/YDJ8H0EckL,MarshaBlackburn Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Capitol on…  H EckL,"['marshablackburn', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'capitol', 'on', 'h', 'eckl']","['marshablackburn', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'h', 'eckl']","['marshablackburn', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'capitol', 'h', 'eckl']","['marshablackburn', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'capitol', 'h', 'eckl']"
1174,@JudicialWatch @TomFitton Trump Rally. Trump's anti-democracy Big Lie con that culminated in the storming of the Ca… https://t.co/WBYB6w83qP,JudicialWatch TomFitton Trump Rally Trumps antidemocracy Big Lie con that culminated in the storming of the Ca…  w qP,"['judicialwatch', 'tomfitton', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'that', 'culminated', 'in', 'the', 'storming', 'of', 'the', 'ca', 'w', 'qp']","['judicialwatch', 'tomfitton', 'trump', 'rally', 'trumps', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'ca', 'w', 'qp']","['judicialwatch', 'tomfitton', 'trump', 'ralli', 'trump', 'antidemocraci', 'big', 'lie', 'con', 'culmin', 'storm', 'ca', 'w', 'qp']","['judicialwatch', 'tomfitton', 'trump', 'rally', 'trump', 'antidemocracy', 'big', 'lie', 'con', 'culminated', 'storming', 'ca', 'w', 'qp']"
1175,"One look at this giuy and you know he will do anything to survive 
#Trump #fbi 
Legal President @fbi #fbi","One look at this giuy and you know he will do anything to survive 
Trump fbi 
Legal President fbi fbi","['one', 'look', 'at', 'this', 'giuy', 'and', 'you', 'know', 'he', 'will', 'do', 'anything', 'to', 'survive', 'trump', 'fbi', 'legal', 'president', 'fbi', 'fbi']","['one', 'look', 'giuy', 'know', 'anything', 'survive', 'trump', 'fbi', 'legal', 'president', 'fbi', 'fbi']","['one', 'look', 'giuy', 'know', 'anyth', 'surviv', 'trump', 'fbi', 'legal', 'presid', 'fbi', 'fbi']","['one', 'look', 'giuy', 'know', 'anything', 'survive', 'trump', 'fbi', 'legal', 'president', 'fbi', 'fbi']"
1178,"@DemSocNow 
@TheDemCoalition 
@JoeBiden 
#FBI &lt;— criminals
@TheDemocrats 
@WhiteHouse 
#Joncoopertweets… https://t.co/OUQbBEFN8Q","DemSocNow 
TheDemCoalition 
JoeBiden 
FBI lt— criminals
TheDemocrats 
WhiteHouse 
Joncoopertweets…  Q","['demsocnow', 'thedemcoalition', 'joebiden', 'fbi', 'lt', 'criminals', 'thedemocrats', 'whitehouse', 'joncoopertweets', 'q']","['demsocnow', 'thedemcoalition', 'joebiden', 'fbi', 'lt', 'criminals', 'thedemocrats', 'whitehouse', 'joncoopertweets', 'q']","['demsocnow', 'thedemcoalit', 'joebiden', 'fbi', 'lt', 'crimin', 'thedemocrat', 'whitehous', 'joncoopertweet', 'q']","['demsocnow', 'thedemcoalition', 'joebiden', 'fbi', 'lt', 'criminal', 'thedemocrats', 'whitehouse', 'joncoopertweets', 'q']"
1179,@gil_yoder #Trump #January6thhearings #Capitolriot #MarALago #Treason #Republicans #GOP #MAGA #UltraMAGA #FBI… https://t.co/VTTxGOMOpl,gilyoder Trump January thhearings Capitolriot MarALago Treason Republicans GOP MAGA UltraMAGA FBI… ,"['gilyoder', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', 'ultramaga', 'fbi', '']","['gilyoder', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', 'ultramaga', 'fbi', '']","['gilyod', 'trump', 'januari', 'thhear', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', 'ultramaga', 'fbi', '']","['gilyoder', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', 'ultramaga', 'fbi', '']"
1180,"“I had kids in the yard walking out to get in the car to go to school.”

A #ProLife activist in #Tennessee said… https://t.co/0WTgsp4t8m","“I had kids in the yard walking out to get in the car to go to school”

A ProLife activist in Tennessee said…  WTgsp t m","['', 'i', 'had', 'kids', 'in', 'the', 'yard', 'walking', 'out', 'to', 'get', 'in', 'the', 'car', 'to', 'go', 'to', 'school', 'a', 'prolife', 'activist', 'in', 'tennessee', 'said', 'wtgsp', 't', 'm']","['', 'kids', 'yard', 'walking', 'get', 'car', 'go', 'school', 'prolife', 'activist', 'tennessee', 'said', 'wtgsp']","['', 'kid', 'yard', 'walk', 'get', 'car', 'go', 'school', 'prolif', 'activist', 'tennesse', 'said', 'wtgsp']","['', 'kid', 'yard', 'walking', 'get', 'car', 'go', 'school', 'prolife', 'activist', 'tennessee', 'said', 'wtgsp']"
1181,@AndyOstroy #Trump #January6thhearings #Capitolriot #MarALago #Treason #Republicans #GOP #MAGA #UltraMAGA #FBI… https://t.co/wCiHKbEIKa,AndyOstroy Trump January thhearings Capitolriot MarALago Treason Republicans GOP MAGA UltraMAGA FBI… ,"['andyostroy', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', 'ultramaga', 'fbi', '']","['andyostroy', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', 'ultramaga', 'fbi', '']","['andyostroy', 'trump', 'januari', 'thhear', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', 'ultramaga', 'fbi', '']","['andyostroy', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', 'ultramaga', 'fbi', '']"
1182,@MarkoSilberhand @StephenKing #Trump #January6thhearings #Capitolriot #MarALago #Treason #Republicans #GOP #MAGA… https://t.co/mdKaJfaIST,MarkoSilberhand StephenKing Trump January thhearings Capitolriot MarALago Treason Republicans GOP MAGA… ,"['markosilberhand', 'stephenking', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', '']","['markosilberhand', 'stephenking', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', '']","['markosilberhand', 'stephenk', 'trump', 'januari', 'thhear', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', '']","['markosilberhand', 'stephenking', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', '']"
1183,@TheAstuteGaloot #Trump #January6thhearings #Capitolriot #MarALago #Treason #Republicans #GOP #MAGA #UltraMAGA #FBI… https://t.co/ZD1D2A8uqc,TheAstuteGaloot Trump January thhearings Capitolriot MarALago Treason Republicans GOP MAGA UltraMAGA FBI…  D A uqc,"['theastutegaloot', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', 'ultramaga', 'fbi', 'd', 'a', 'uqc']","['theastutegaloot', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republicans', 'gop', 'maga', 'ultramaga', 'fbi', 'uqc']","['theastutegaloot', 'trump', 'januari', 'thhear', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', 'ultramaga', 'fbi', 'uqc']","['theastutegaloot', 'trump', 'january', 'thhearings', 'capitolriot', 'maralago', 'treason', 'republican', 'gop', 'maga', 'ultramaga', 'fbi', 'uqc']"
